SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,DISABSEE_N_T,DISABSEE_YSOME_T,DISABSEE_YLOT_T,DISABSEE_YALL_T,DISABSEE_Y_T,DISABSEE_TOT_T,DISABSEER_T,DISABSEE_N_F,DISABSEE_YSOME_F,DISABSEE_YLOT_F,DISABSEE_YALL_F,DISABSEE_Y_F,DISABSEE_TOT_F,DISABSEER_F,DISABSEE_N_M,DISABSEE_YSOME_M,DISABSEE_YLOT_M,DISABSEE_YALL_M,DISABSEE_Y_M,DISABSEE_TOT_M,DISABSEER_M,DISABSEE_N_U,DISABSEE_YSOME_U,DISABSEE_YLOT_U,DISABSEE_YALL_U,DISABSEE_Y_U,DISABSEE_TOT_U,DISABSEER_U,DISABSEE_N_R,DISABSEE_YSOME_R,DISABSEE_YLOT_R,DISABSEE_YALL_R,DISABSEE_Y_R,DISABSEE_TOT_R,DISABSEER_R,DISABSEER_N_FU,DISABSEE_YSOME_FU,DISABSEE_YLOT_FU,DISABSEE_YALL_FU,DISABSEE_Y_FU,DISABSEE_TOT_FU,DISABSEER_FU,DISABSEE_N_MU,DISABSEE_YSOME_MU,DISABSEE_YLOT_MU,DISABSEE_YALL_MU,DISABSEE_Y_MU,DISABSEE_TOT_MU,DISABSEER_MU,DISABSEE_N_FR,DISABSEE_YSOME_FR,DISABSEE_YLOT_FR,DISABSEE_YALL_FR,DISABSEE_Y_FR,DISABSEE_TOT_FR,DISABSEER_FR,DISABSEE_N_MR,DISABSEE_YSOME_MR,DISABSEE_YLOT_MR,DISABSEE_YALL_MR,DISABSEE_Y_MR,DISABSEE_TOT_MR,DISABSEER_MR
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018006,Pyinmana,ပျဉ်းမနား,183063,3927,397,178,4502,187565,2.4002345853437475,94177,2312,243,102,2657,96834,2.7438709544168374,88886,1615,154,76,1845,90731,2.033483594361354,69888,1870,188,64,2122,72010,2.946812942646855,113175,2057,209,114,2380,115555,2.059625286660032,36513,1116,128,39,1283,37796,3.3945391046671602,33375,754,60,25,839,34214,2.4522125445723972,57664,1196,115,63,1374,59038,2.3273146109285543,55511,861,94,51,1006,56517,1.7799953996142752
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018007,Lewe,လယ်ဝေး,279456,4333,393,211,4937,284393,1.7359780304015922,143551,2337,243,127,2707,146258,1.85083892846887,135905,1996,150,84,2230,138135,1.6143627610670719,29948,223,20,17,260,30208,0.8606991525423728,249508,4110,373,194,4677,254185,1.8399984263430178,15552,137,10,11,158,15710,1.0057288351368554,14396,86,10,6,102,14498,0.7035453165953924,127999,2200,233,116,2549,130548,1.9525385298893896,121509,1910,140,78,2128,123637,1.7211676116372931
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018008,Oke Ta Ra Thi Ri,ဥတ္တရသီရိ,80542,992,61,25,1078,81620,1.3207547169811322,39765,497,34,15,546,40311,1.3544690034978046,40777,495,27,10,532,41309,1.2878549468638796,23722,219,14,0,233,23955,0.9726570653308286,56820,773,47,25,845,57665,1.46536027052805,11381,108,7,0,115,11496,1.0003479471120391,12341,111,7,0,118,12459,0.9471065093506701,28384,389,27,15,431,28815,1.495748741974666,28436,384,20,10,414,28850,1.435008665511265
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007001,Bago,ပဲခူး,484606,5987,539,302,6828,491434,1.389403256591933,252004,3419,313,169,3901,255905,1.5243938180184051,232602,2568,226,133,2927,235529,1.2427344403449256,250789,3207,266,162,3635,254424,1.4287174165959187,233817,2780,273,140,3193,237010,1.3472005400616007,133013,1922,156,90,2168,135181,1.603775678534705,117776,1285,110,72,1467,119243,1.2302608958177839,118991,1497,157,79,1733,120724,1.435505781783241,114826,1283,116,61,1460,116286,1.2555251706998263
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007002,Thanatpin,သနပ်ပင်,143398,1641,163,85,1889,145287,1.3001851507705438,75055,947,91,58,1096,76151,1.4392457091830706,68343,694,72,27,793,69136,1.147014579958343,15624,171,16,11,198,15822,1.2514220705346986,127774,1470,147,74,1691,129465,1.30614451782335,8317,104,11,9,124,8441,1.469020258263239,7307,67,5,2,74,7381,1.0025741769407939,66738,843,80,49,972,67710,1.435533894550288,61036,627,67,25,719,61755,1.164278196097482
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007003,Kawa,ကဝ,194560,2431,237,135,2803,197363,1.420225675531888,101951,1400,129,79,1608,103559,1.5527380527042556,92609,1031,108,56,1195,93804,1.2739328813270223,17193,168,19,16,203,17396,1.1669349275695562,177367,2263,218,119,2600,179967,1.4447093078175444,9224,102,11,9,122,9346,1.3053712818317997,7969,66,8,7,81,8050,1.0062111801242235,92727,1298,118,70,1486,94213,1.5772770212178786,84640,965,100,49,1114,85754,1.299064766658115
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007004,Waw,ဝေါ,172346,3228,286,154,3668,176014,2.0839251423182246,90262,1831,141,81,2053,92315,2.223907274007474,82084,1397,145,73,1615,83699,1.9295332082820582,22878,229,17,19,265,23143,1.1450546601564189,149468,2999,269,135,3403,152871,2.2260598805528846,12238,127,9,17,153,12391,1.234767169719958,10640,102,8,2,112,10752,1.0416666666666665,78024,1704,132,64,1900,79924,2.377258395475702,71444,1295,137,71,1503,72947,2.0604000164502994
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007005,Nyaunglebin,ညောင်လေးပင်,196266,2753,297,167,3217,199483,1.6126687487154294,103169,1569,183,98,1850,105019,1.7615859987240405,93097,1184,114,69,1367,94464,1.4471121273712737,58318,805,81,40,926,59244,1.5630274795759909,137948,1948,216,127,2291,140239,1.6336397150578656,30803,498,53,27,578,31381,1.841878843886428,27515,307,28,13,348,27863,1.2489681656677314,72366,1071,130,71,1272,73638,1.7273690214291533,65582,877,86,56,1019,66601,1.5300070569510968
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007006,Kyauktaga,ကျောက်တံခါး,247770,2950,315,177,3442,251212,1.370157476553668,129205,1686,179,118,1983,131188,1.5115711802908802,118565,1264,136,59,1459,120024,1.2155902152902753,31306,305,27,18,350,31656,1.1056355825120041,216464,2645,288,159,3092,219556,1.408296744338574,16586,192,18,11,221,16807,1.3149283036829893,14720,113,9,7,129,14849,0.8687453700585898,112619,1494,161,107,1762,114381,1.5404656367753387,103845,1151,127,52,1330,105175,1.264559068219634
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007007,Daik-U,ဒိုက်ဦး,200755,1500,140,135,1775,202530,0.8764133708586382,105151,870,71,76,1017,106168,0.9579157561600483,95604,630,69,59,758,96362,0.786617131234304,38092,322,26,37,385,38477,1.0005977597006004,162663,1178,114,98,1390,164053,0.8472871571991978,20209,185,10,19,214,20423,1.0478382216128874,17883,137,16,18,171,18054,0.9471585244267198,84942,685,61,57,803,85745,0.9364977549711353,77721,493,53,41,587,78308,0.7496041272922307
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007008,Shwegyin,ရွှေကျင်,103144,3848,374,96,4318,107462,4.018164560495803,52007,2096,211,56,2363,54370,4.346146772116976,51137,1752,163,40,1955,53092,3.682287350259926,23962,538,57,22,617,24579,2.510272997274096,79182,3310,317,74,3701,82883,4.46533064681539,12238,301,30,16,347,12585,2.7572506952721496,11724,237,27,6,270,11994,2.2511255627813904,39769,1795,181,40,2016,41785,4.824697858083044,39413,1515,136,34,1685,41098,4.0999562022482845
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007009,Taungoo,တောင်ငူ,257101,4346,399,210,4955,262056,1.8908172299050583,133969,2595,232,118,2945,136914,2.150985290036081,123132,1751,167,92,2010,125142,1.6061753847629094,106640,1706,158,85,1949,108589,1.7948410980854412,150461,2640,241,125,3006,153467,1.9587272833899143,56766,1071,95,43,1209,57975,2.085381630012937,49874,635,63,42,740,50614,1.462046074208717,77203,1524,137,75,1736,78939,2.199166444976501,73258,1116,104,50,1270,74528,1.7040575354229284
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007010,Yedashe,ရေတာရှည်,209857,3201,341,194,3736,213593,1.7491209917928023,108165,1831,192,107,2130,110295,1.9311845505235958,101692,1370,149,87,1606,103298,1.5547251640883657,23922,427,45,26,498,24420,2.0393120393120396,185935,2774,296,168,3238,189173,1.7116607549703182,12777,230,27,22,279,13056,2.136948529411765,11145,197,18,4,219,11364,1.9271383315733897,95388,1601,165,85,1851,97239,1.9035572146978066,90547,1173,131,83,1387,91934,1.5086910174690538
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007011,Kyaukkyi,ကျောက်ကြီး,110507,2366,317,139,2822,113329,2.490095209522717,57441,1351,171,79,1601,59042,2.71162900985739,53066,1015,146,60,1221,54287,2.2491572568018126,10443,338,22,12,372,10815,3.4396671289875176,100064,2028,295,127,2450,102514,2.3899174746863845,5525,221,10,8,239,5764,4.146426092990978,4918,117,12,4,133,5051,2.633141952088695,51916,1130,161,71,1362,53278,2.556402267352378,48148,898,134,56,1088,49236,2.2097652124461775
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007012,Phyu,ဖြူး,250968,5469,562,274,6305,257273,2.4507041158613614,132493,3162,319,176,3657,136150,2.686008079324275,118475,2307,243,98,2648,121123,2.1862074089974657,63206,561,59,54,674,63880,1.0551033187226049,187762,4908,503,220,5631,193393,2.911687599861422,33803,329,35,33,397,34200,1.1608187134502923,29403,232,24,21,277,29680,0.9332884097035041,98690,2833,284,143,3260,101950,3.1976459048553214,89072,2075,219,77,2371,91443,2.592872062377656
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007013,Oktwin,အုတ်တွင်း,153546,5618,521,143,6282,159828,3.9304752609054736,80765,3267,323,92,3682,84447,4.360131206555591,72781,2351,198,51,2600,75381,3.449145010015787,13497,593,40,13,646,14143,4.567630629993637,140049,5025,481,130,5636,145685,3.8686206541510795,7244,383,23,12,418,7662,5.455494648916732,6253,210,17,1,228,6481,3.517975621046135,73521,2884,300,80,3264,76785,4.250830240281305,66528,2141,181,50,2372,68900,3.4426705370101596
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR007014,Htantabin,ထန်းတပင်,113874,3024,260,118,3402,117276,2.9008492786247824,59928,1783,146,86,2015,61943,3.252990652696834,53946,1241,114,32,1387,55333,2.5066416062747368,9626,219,33,11,263,9889,2.6595206795429265,104248,2805,227,107,3139,107387,2.923072625178094,5072,138,24,9,171,5243,3.2614915124928476,4554,81,9,2,92,4646,1.9801980198019802,54856,1645,122,77,1844,56700,3.252204585537919,49392,1160,105,30,1295,50687,2.5548957326336144
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008001,Pyay,ပြည်,246227,4814,401,201,5416,251643,2.1522553776580313,128823,2802,238,110,3150,131973,2.386851856061467,117404,2012,163,91,2266,119670,1.8935405699005599,131949,2598,202,112,2912,134861,2.159260275394666,114278,2216,199,89,2504,116782,2.144166052987618,70235,1546,114,63,1723,71958,2.394452319408544,61714,1052,88,49,1189,62903,1.8902119135812283,58588,1256,124,47,1427,60015,2.377738898608681,55690,960,75,42,1077,56767,1.8972290239047334
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008002,Paukkhaung,ပေါက်ခေါင်း,121855,2541,319,141,3001,124856,2.4035689113859164,62271,1387,171,86,1644,63915,2.572166158178831,59584,1154,148,55,1357,60941,2.2267438998375475,13857,142,25,13,180,14037,1.2823252831801668,107998,2399,294,128,2821,110819,2.5455923623205408,7449,87,14,10,111,7560,1.4682539682539681,6408,55,11,3,69,6477,1.0653080129689672,54822,1300,157,76,1533,56355,2.720255523023689,53176,1099,137,52,1288,54464,2.364864864864865
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008003,Padaung,ပန်းတောင်း,137986,5628,407,193,6228,144214,4.318582107146325,71492,3104,217,117,3438,74930,4.588282396903777,66494,2524,190,76,2790,69284,4.026903758443508,17060,546,47,25,618,17678,3.495870573594298,120926,5082,360,168,5610,126536,4.433520895239299,9119,326,29,17,372,9491,3.919502686755874,7941,220,18,8,246,8187,3.0047636496885306,62373,2778,188,100,3066,65439,4.685279420529042,58553,2304,172,68,2544,61097,4.163870566476259
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008004,Paungde,ပေါင်းတည်,133274,3722,400,165,4287,137561,3.1164356176532593,68848,2153,236,112,2501,71349,3.505304909669372,64426,1569,164,53,1786,66212,2.697396242372984,24655,712,60,28,800,25455,3.1428010214103317,108619,3010,340,137,3487,112106,3.110449039302089,13003,421,41,16,478,13481,3.5457310288554265,11652,291,19,12,322,11974,2.689159846333723,55845,1732,195,96,2023,57868,3.4958871915393654,52774,1278,145,41,1464,54238,2.699214572808732
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008005,Thegon,သဲကုန်း,126960,3545,310,142,3997,130957,3.052146887909772,66789,2080,192,89,2361,69150,3.4143167028199564,60171,1465,118,53,1636,61807,2.6469493746663,15211,489,36,16,541,15752,3.434484509903504,111749,3056,274,126,3456,115205,2.9998697973178245,8150,293,22,7,322,8472,3.800755429650614,7061,196,14,9,219,7280,3.008241758241758,58639,1787,170,82,2039,60678,3.3603612511948313,53110,1269,104,44,1417,54527,2.5987125644176277
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008006,Shwedaung,ရွှေတောင်,118197,2957,365,152,3474,121671,2.855240772246468,63027,1702,207,98,2007,65034,3.0860780514807638,55170,1255,158,54,1467,56637,2.5901795645955827,17503,146,17,15,178,17681,1.0067303885526837,100694,2811,348,137,3296,103990,3.1695355322627177,9613,90,12,10,112,9725,1.1516709511568124,7890,56,5,5,66,7956,0.8295625942684767,53414,1612,195,88,1895,55309,3.42620550000904,47280,1199,153,49,1401,48681,2.877919516854625
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008007,Thayarwady,သာယာဝတီ,146471,4014,454,165,4633,151104,3.0661001694197374,75652,2323,251,106,2680,78332,3.42133483123117,70819,1691,203,59,1953,72772,2.683724509426703,34472,1193,118,32,1343,35815,3.749825492112244,111999,2821,336,133,3290,115289,2.85369809782373,17734,722,59,18,799,18533,4.31122861921977,16738,471,59,14,544,17282,3.1477838213169775,57918,1601,192,88,1881,59799,3.145537550795164,54081,1220,144,45,1409,55490,2.5391962515768607
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008008,Letpadan,လက်ပံတန်း,172696,4160,383,168,4711,177407,2.6554758267712097,90293,2399,206,113,2718,93011,2.922235004461838,82403,1761,177,55,1993,84396,2.3614863263661783,23694,1003,77,18,1098,24792,4.428848015488867,149002,3157,306,150,3613,152615,2.367395079120663,12499,599,47,9,655,13154,4.979473924281588,11195,404,30,9,443,11638,3.8064959615054135,77794,1800,159,104,2063,79857,2.583367769888676,71208,1357,147,46,1550,72758,2.1303499271557764
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008009,Minhla,မင်းလှ,120194,1966,221,110,2297,122491,1.8752398135373212,62535,1183,136,60,1379,63914,2.157586757204994,57659,783,85,50,918,58577,1.5671680010925788,11594,78,11,14,103,11697,0.8805676669231427,108600,1888,210,96,2194,110794,1.9802516381753523,6247,53,5,8,66,6313,1.0454617456043087,5347,25,6,6,37,5384,0.687221396731055,56288,1130,131,52,1313,57601,2.279474314682037,52312,758,79,44,881,53193,1.6562329629838513
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008010,Okpho,အုတ်ဖို,123890,2384,244,144,2772,126662,2.1885016816409024,64353,1379,137,88,1604,65957,2.431887441818154,59537,1005,107,56,1168,60705,1.9240589737253935,11162,311,37,15,363,11525,3.149674620390455,112728,2073,207,129,2409,115137,2.0922900544568646,6004,183,22,12,217,6221,3.488185179231635,5158,128,15,3,146,5304,2.7526395173453997,58349,1196,115,76,1387,59736,2.321882951653944,54379,877,92,53,1022,55401,1.8447320445479323
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008011,Zigon,ဇီးကုန်း,65287,1968,179,89,2236,67523,3.3114642418139004,34110,1090,102,54,1246,35356,3.5241543160991062,31177,878,77,35,990,32167,3.0776883141107345,14749,431,36,17,484,15233,3.177312413838377,50538,1537,143,72,1752,52290,3.350545037292025,7889,240,17,11,268,8157,3.285521637857055,6860,191,19,6,216,7076,3.0525720746184284,26221,850,85,43,978,27199,3.595720430898195,24317,687,58,29,774,25091,3.084771431987565
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008012,Nattalin,နတ္တလင်း,167796,3819,368,158,4345,172141,2.524093620927031,87597,2147,211,103,2461,90058,2.7326833818206047,80199,1672,157,55,1884,82083,2.295237747158364,18623,245,38,23,306,18929,1.6165671720640287,149173,3574,330,135,4039,153212,2.6362164843484845,10102,155,27,13,195,10297,1.8937554627561426,8521,90,11,10,111,8632,1.2859128822984245,77495,1992,184,90,2266,79761,2.8409874500068955,71678,1582,146,45,1773,73451,2.4138541340485493
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008013,Monyo,မိုးညို,125115,2087,232,136,2455,127570,1.924433644273732,65476,1189,150,91,1430,66906,2.137326996084058,59639,898,82,45,1025,60664,1.6896347092179878,9357,74,20,6,100,9457,1.0574177857671567,115758,2013,212,130,2355,118113,1.9938533438317543,4920,38,15,6,59,4979,1.1849769029925687,4437,36,5,0,41,4478,0.915587315765967,60556,1151,135,85,1371,61927,2.2138970077672098,55202,862,77,45,984,56186,1.7513259530843983
MMR111,Bago,ပဲခူးတိုင်းဒေသကြီး,MMR008014,Gyobingauk,ကြို့ပင်ကောက်,112993,3950,367,123,4440,117433,3.780879309904371,59148,2233,232,71,2536,61684,4.111276830296349,53845,1717,135,52,1904,55749,3.4153078978995137,22577,323,26,21,370,22947,1.6124112084368327,90416,3627,341,102,4070,94486,4.307516457464598,12169,191,13,10,214,12383,1.7281757247839782,10408,132,13,11,156,10564,1.476713366149186,46979,2042,219,61,2322,49301,4.709843613719803,43437,1585,122,41,1748,45185,3.868540444837889
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014001,Taunggyi,တောင်ကြီး,429545,7574,639,298,8511,438056,1.9429022773344045,220069,4275,349,163,4787,224856,2.12891806311595,209476,3299,290,135,3724,213200,1.74671669793621,262946,4476,351,197,5024,267970,1.8748367354554614,166599,3098,288,101,3487,170086,2.050139341274414,136631,2655,199,103,2957,139588,2.1183769378456603,126315,1821,152,94,2067,128382,1.6100387904846474,83438,1620,150,60,1830,85268,2.146174414786321,83161,1478,138,41,1657,84818,1.9535947558301303
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014002,Nyaungshwe,ညောင်ရွှေ,184822,4094,346,145,4585,189407,2.4207130676268567,92298,2301,196,75,2572,94870,2.7110783176979023,92524,1793,150,70,2013,94537,2.1293250261802257,15508,652,35,13,700,16208,4.3188548864758145,169314,3442,311,132,3885,173199,2.243084544368039,7620,382,22,10,414,8034,5.1530993278566095,7888,270,13,3,286,8174,3.498898947883533,84678,1919,174,65,2158,86836,2.485144410152471,84636,1523,137,67,1727,86363,1.9996989451501221
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014003,Hopong,ဟိုပုံး,110655,1487,144,62,1693,112348,1.5069249118809414,55873,836,76,28,940,56813,1.6545508950416277,54782,651,68,34,753,55535,1.3559016836229405,22418,384,23,15,422,22840,1.8476357267950962,88237,1103,121,47,1271,89508,1.419984805827412,10488,228,12,6,246,10734,2.291783119060928,11930,156,11,9,176,12106,1.4538245498100115,45385,608,64,22,694,46079,1.506109073547603,42852,495,57,25,577,43429,1.3286053098160215
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014004,Hsihseng,ဆီဆိုင်,149639,3008,249,136,3393,153032,2.217183334204611,76452,1646,128,70,1844,78296,2.355165014815572,73187,1362,121,66,1549,74736,2.072628987368872,11922,136,10,5,151,12073,1.2507247577238467,137717,2872,239,131,3242,140959,2.299959562709724,5955,81,6,2,89,6044,1.472534745201853,5967,55,4,3,62,6029,1.0283629125891525,70497,1565,122,68,1755,72252,2.428998505231689,67220,1307,117,63,1487,68707,2.164262738876679
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014005,Kalaw,ကလော,182693,3013,270,107,3390,186083,1.821767705808698,91142,1632,151,66,1849,92991,1.9883644653783699,91551,1381,119,41,1541,93092,1.655351695097323,56289,1335,129,44,1508,57797,2.6091319618665327,126404,1678,141,63,1882,128286,1.4670345945777403,28260,764,76,25,865,29125,2.9699570815450644,28029,571,53,19,643,28672,2.2426060267857144,62882,868,75,41,984,63866,1.5407258948423261,63522,810,66,22,898,64420,1.393977025768395
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014006,Pindaya,ပင်းတယ,77287,1846,123,47,2016,79303,2.5421484685320856,39752,989,73,21,1083,40835,2.652136647483776,37535,857,50,26,933,38468,2.4253925340542786,10079,663,15,5,683,10762,6.3464040141237685,67208,1183,108,42,1333,68541,1.9448213478064227,5204,390,6,1,397,5601,7.088019996429209,4875,273,9,4,286,5161,5.541561712846348,34548,599,67,20,686,35234,1.94698302775728,32660,584,41,22,647,33307,1.9425346023358454
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014007,Ywangan,ရွာငံ,81003,1358,118,53,1529,82532,1.8526147433722675,40737,660,56,30,746,41483,1.79832702552853,40266,698,62,23,783,41049,1.907476430607323,4395,113,6,3,122,4517,2.7009076820898827,76608,1245,112,50,1407,78015,1.80349932705249,2229,61,5,2,68,2297,2.960383108402264,2166,52,1,1,54,2220,2.4324324324324325,38508,599,51,28,678,39186,1.730209768794978,38100,646,61,22,729,38829,1.877462721162018
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014008,Lawksawk,ရပ်စောက်,159916,4272,383,159,4814,164730,2.9223577976082074,77937,2183,203,81,2467,80404,3.0682553106810606,81979,2089,180,78,2347,84326,2.7832459739582096,36787,902,65,31,998,37785,2.641259759163689,123129,3370,318,128,3816,126945,3.0060262318326836,16907,484,35,13,532,17439,3.050633637249842,19880,418,30,18,466,20346,2.2903764867787277,61030,1699,168,68,1935,62965,3.0731358691336457,62099,1671,150,60,1881,63980,2.9399812441387936
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014009,Pinlaung,ပင်လောင်း,188514,3187,417,139,3743,192257,1.946873195774406,94927,1672,225,75,1972,96899,2.0351087214522336,93587,1515,192,64,1771,95358,1.8572117703810902,17371,109,6,4,119,17490,0.6803887935963407,171143,3078,411,135,3624,174767,2.0736180171313805,8464,65,3,2,70,8534,0.8202484180923366,8907,44,3,2,49,8956,0.547119249665029,86463,1607,222,73,1902,88365,2.152435919198778,84680,1471,189,62,1722,86402,1.9930094210782159
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014010,Pekon,ဖယ်ခုံ,102174,1205,157,54,1416,103590,1.3669273095858674,50545,641,80,31,752,51297,1.465972668966996,51629,564,77,23,664,52293,1.269768420247452,16288,213,34,11,258,16546,1.559289254200411,85886,992,123,43,1158,87044,1.3303616561738891,8036,123,24,6,153,8189,1.8683599951153989,8252,90,10,5,105,8357,1.2564317338757929,42509,518,56,25,599,43108,1.3895332652871857,43377,474,67,18,559,43936,1.2723051711580482
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014011,Loilen,လွိုင်လင်,123042,1317,110,88,1515,124557,1.2163106047833523,63149,753,52,44,849,63998,1.3266039563736367,59893,564,58,44,666,60559,1.0997539589491239,40163,362,27,23,412,40575,1.0154035736290818,82879,955,83,65,1103,83982,1.3133766759543712,20297,218,15,13,246,20543,1.197488195492382,19866,144,12,10,166,20032,0.8286741214057508,42852,535,37,31,603,43455,1.3876423886779428,40027,420,46,34,500,40527,1.233745404298369
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014012,Laihka,လဲချား,47800,883,100,48,1031,48831,2.1113636829063505,24609,493,54,29,576,25185,2.2870756402620604,23191,390,46,19,455,23646,1.9242155121373596,7785,199,9,8,216,8001,2.699662542182227,40015,684,91,40,815,40830,1.9960813127602253,4035,113,4,4,121,4156,2.911453320500481,3750,86,5,4,95,3845,2.4707412223667102,20574,380,50,25,455,21029,2.163678729373722,19441,304,41,15,360,19801,1.8180899954547751
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014013,Nansang,နမ့်စန်,115311,1458,141,51,1650,116961,1.4107266524739017,56850,731,65,24,820,57670,1.4218831281428819,58461,727,76,27,830,59291,1.3998751918503651,32719,481,48,14,543,33262,1.6324935361673982,82592,977,93,37,1107,83699,1.322596446791479,16328,239,23,7,269,16597,1.620774838826294,16391,242,25,7,274,16665,1.644164416441644,40522,492,42,17,551,41073,1.3415138899033427,42070,485,51,20,556,42626,1.3043682259653733
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014014,Kunhing,ကွန်ဟိန်း,52898,446,40,19,505,53403,0.9456397580660263,26532,220,16,12,248,26780,0.9260642270351008,26366,226,24,7,257,26623,0.9653307290688503,15185,153,15,7,175,15360,1.1393229166666665,37713,293,25,12,330,38043,0.8674394763819888,7633,78,7,5,90,7723,1.1653502524925548,7552,75,8,2,85,7637,1.1130024878879141,18899,142,9,7,158,19057,0.8290916723513669,18814,151,16,5,172,18986,0.905930685768461
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014015,Kyethi,ကျေးသီး,73249,918,113,84,1115,74364,1.4993814211177452,38356,486,49,49,584,38940,1.4997431946584487,34893,432,64,35,531,35424,1.4989837398373984,8243,73,6,8,87,8330,1.0444177671068426,65006,845,107,76,1028,66034,1.5567737832025925,4255,34,5,4,43,4298,1.0004653327128898,3988,39,1,4,44,4032,1.0912698412698412,34101,452,44,45,541,34642,1.5616881242422493,30905,393,63,31,487,31392,1.5513506625891949
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014016,Mongkaing,မိုင်းကိုင်,72916,1152,145,81,1378,74294,1.854793119229009,38403,642,83,44,769,39172,1.9631369345450833,34513,510,62,37,609,35122,1.7339559250612153,10382,192,35,11,238,10620,2.2410546139359697,62534,960,110,70,1140,63674,1.7903696956371518,5337,95,25,7,127,5464,2.3243045387994146,5045,97,10,4,111,5156,2.152831652443755,33066,547,58,37,642,33708,1.9045923816304735,29468,413,52,33,498,29966,1.661883467930321
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014017,Monghsu,မိုင်းရှုး,71581,1004,117,50,1171,72752,1.6095777435671872,35923,499,62,26,587,36510,1.6077786907696523,35658,505,55,24,584,36242,1.6113900998841124,12016,228,29,11,268,12284,2.1816997720612177,59565,776,88,39,903,60468,1.49335185552689,5964,125,17,8,150,6114,2.4533856722276743,6052,103,12,3,118,6170,1.9124797406807132,29959,374,45,18,437,30396,1.4376891696275826,29606,402,43,21,466,30072,1.5496142591114659
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014018,Langkho,လင်းခေး,38629,1493,142,47,1682,40311,4.172558358760636,19265,736,77,27,840,20105,4.178065157920916,19364,757,65,20,842,20206,4.1670790854201725,9602,293,26,9,328,9930,3.3031218529707957,29027,1200,116,38,1354,30381,4.456732826437576,4817,139,11,4,154,4971,3.0979682156507744,4785,154,15,5,174,4959,3.508771929824561,14448,597,66,23,686,15134,4.532839962997224,14579,603,50,15,668,15247,4.381189742244375
