SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,DISABSEE_N_T,DISABSEE_YSOME_T,DISABSEE_YLOT_T,DISABSEE_YALL_T,DISABSEE_Y_T,DISABSEE_TOT_T,DISABSEER_T,DISABSEE_N_F,DISABSEE_YSOME_F,DISABSEE_YLOT_F,DISABSEE_YALL_F,DISABSEE_Y_F,DISABSEE_TOT_F,DISABSEER_F,DISABSEE_N_M,DISABSEE_YSOME_M,DISABSEE_YLOT_M,DISABSEE_YALL_M,DISABSEE_Y_M,DISABSEE_TOT_M,DISABSEER_M,DISABSEE_N_U,DISABSEE_YSOME_U,DISABSEE_YLOT_U,DISABSEE_YALL_U,DISABSEE_Y_U,DISABSEE_TOT_U,DISABSEER_U,DISABSEE_N_R,DISABSEE_YSOME_R,DISABSEE_YLOT_R,DISABSEE_YALL_R,DISABSEE_Y_R,DISABSEE_TOT_R,DISABSEER_R,DISABSEER_N_FU,DISABSEE_YSOME_FU,DISABSEE_YLOT_FU,DISABSEE_YALL_FU,DISABSEE_Y_FU,DISABSEE_TOT_FU,DISABSEER_FU,DISABSEE_N_MU,DISABSEE_YSOME_MU,DISABSEE_YLOT_MU,DISABSEE_YALL_MU,DISABSEE_Y_MU,DISABSEE_TOT_MU,DISABSEER_MU,DISABSEE_N_FR,DISABSEE_YSOME_FR,DISABSEE_YLOT_FR,DISABSEE_YALL_FR,DISABSEE_Y_FR,DISABSEE_TOT_FR,DISABSEER_FR,DISABSEE_N_MR,DISABSEE_YSOME_MR,DISABSEE_YLOT_MR,DISABSEE_YALL_MR,DISABSEE_Y_MR,DISABSEE_TOT_MR,DISABSEER_MR
MMR011,Mon,မွန်ပြည်နယ်,MMR011004,Thanbyuzayat,သံဖြူဇရပ်,162631,7255,501,149,7905,170536,4.635384904067177,84516,4207,284,80,4571,89087,5.130939418770415,78115,3048,217,69,3334,81449,4.093359034487839,54138,2911,118,41,3070,57208,5.366382324150468,108493,4344,383,108,4835,113328,4.266377241281942,27987,1775,76,25,1876,29863,6.282021230284967,26151,1136,42,16,1194,27345,4.366428963247395,56529,2432,208,55,2695,59224,4.550520059435364,51964,1912,175,53,2140,54104,3.9553452609788557
MMR011,Mon,မွန်ပြည်နယ်,MMR011005,Mudon,မုဒုံ,187411,2991,217,118,3326,190737,1.7437623533976103,98867,1713,120,61,1894,100761,1.8796955171147565,88544,1278,97,57,1432,89976,1.5915355205832666,51729,707,42,36,785,52514,1.494839471379061,135682,2284,175,82,2541,138223,1.8383337071254422,27237,430,27,19,476,27713,1.7176054559232128,24492,277,15,17,309,24801,1.2459175033264789,71630,1283,93,42,1418,73048,1.941189354944694,64052,1001,82,40,1123,65175,1.7230533179900267
MMR011,Mon,မွန်ပြည်နယ်,MMR011006,Ye,ရေး,251307,10981,1077,259,12317,263624,4.6721846265893845,127889,6147,565,140,6852,134741,5.085311820455541,123418,4834,512,119,5465,128883,4.24027994382502,48661,2906,256,65,3227,51888,6.219164353993216,202646,8075,821,194,9090,211736,4.293081951108928,25120,1697,138,30,1865,26985,6.911246989068001,23541,1209,118,35,1362,24903,5.469220575834237,102769,4450,427,110,4987,107756,4.628048554140837,99877,3625,394,84,4103,103980,3.9459511444508557
MMR011,Mon,မွန်ပြည်နယ်,MMR011007,Thaton,သထုံ,232843,4526,507,230,5263,238106,2.210360091723854,118630,2644,287,151,3082,121712,2.532207177599579,114213,1882,220,79,2181,116394,1.8738079282437239,54102,803,86,56,945,55047,1.7167148073464495,178741,3723,421,174,4318,183059,2.358802353339634,27886,488,54,34,576,28462,2.023750966200548,26216,315,32,22,369,26585,1.3880007523039308,90744,2156,233,117,2506,93250,2.6873994638069707,87997,1567,188,57,1812,89809,2.0176151610640356
MMR011,Mon,မွန်ပြည်နယ်,MMR011008,Paung,ပေါင်,212545,5233,471,210,5914,218459,2.7071441323085796,109703,2989,281,115,3385,113088,2.993244199207697,102842,2244,190,95,2529,105371,2.400091106661226,28894,497,26,17,540,29434,1.8346130325473942,183651,4736,445,193,5374,189025,2.8430101838381168,15261,272,18,12,302,15563,1.9404999036175545,13633,225,8,5,238,13871,1.7158099632326438,94442,2717,263,103,3083,97525,3.161240707510895,89209,2019,182,90,2291,91500,2.5038251366120217
MMR011,Mon,မွန်ပြည်နယ်,MMR011009,Kyaikto,ကျိုက်ထို,177707,6004,612,209,6825,184532,3.6985455097218916,90569,3477,335,120,3932,94501,4.160802531190146,87138,2527,277,89,2893,90031,3.2133376281503034,33959,1132,95,38,1265,35224,3.5913013854190323,143748,4872,517,171,5560,149308,3.723846009590913,17844,685,50,23,758,18602,4.07483066336953,16115,447,45,15,507,16622,3.050174467573096,72725,2792,285,97,3174,75899,4.181873278962832,71023,2080,232,74,2386,73409,3.250282662888747
MMR011,Mon,မွန်ပြည်နယ်,MMR011010,Bilin,ဘီးလင်း,176800,3613,445,217,4275,181075,2.360900179483639,90689,2084,256,126,2466,93155,2.6472009017229348,86111,1529,189,91,1809,87920,2.057552320291174,17545,719,105,23,847,18392,4.605263157894736,159255,2894,340,194,3428,162683,2.107165469041018,8955,456,57,16,529,9484,5.577815267819485,8590,263,48,7,318,8908,3.5698248765154914,81734,1628,199,110,1937,83671,2.315019540820595,77521,1266,141,84,1491,79012,1.8870551308661974
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012001,Sittwe,စစ်တွေ,145859,1710,210,120,2040,147899,1.3793196708564628,76189,1040,136,64,1240,77429,1.6014671505508271,69670,670,74,56,800,70470,1.1352348517099475,99610,945,121,72,1138,100748,1.1295509588279669,46249,765,89,48,902,47151,1.9130029055587368,52174,580,76,38,694,52868,1.3127033366119392,47436,365,45,34,444,47880,0.9273182957393483,24015,460,60,26,546,24561,2.223036521314279,22234,305,29,22,356,22590,1.575918548030102
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012002,Ponnagyun,ပုဏ္ဏားကျွန်း,128157,1303,170,123,1596,129753,1.2300293634829251,68859,746,108,61,915,69774,1.311376730587325,59298,557,62,62,681,59979,1.1353973890861802,12653,30,3,5,38,12691,0.2994247892207076,115504,1273,167,118,1558,117062,1.330918658488664,6766,11,1,1,13,6779,0.19176869744800118,5887,19,2,4,25,5912,0.42286874154262516,62093,735,107,60,902,62995,1.4318596714024923,53411,538,60,58,656,54067,1.213309412395731
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012003,Mrauk-U,မြောက်ဦး,181975,6324,980,351,7655,189630,4.036808521858356,97605,3561,579,211,4351,101956,4.267527168582526,84370,2763,401,140,3304,87674,3.768506056527591,35115,923,60,41,1024,36139,2.83350397077949,146860,5401,920,310,6631,153491,4.320123003954629,18705,542,34,22,598,19303,3.09796404703932,16410,381,26,19,426,16836,2.5302922309337132,78900,3019,545,189,3753,82653,4.540670030125948,67960,2382,375,121,2878,70838,4.062791157288461
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012004,Kyauktaw,ကျောက်တော်,167014,5055,746,285,6086,173100,3.515886770652802,91549,2896,434,180,3510,95059,3.692443640265519,75465,2159,312,105,2576,78041,3.3008290513960614,18923,485,58,26,569,19492,2.919146316437513,148091,4570,688,259,5517,153608,3.5916098119889592,10388,311,30,18,359,10747,3.340467107099656,8535,174,28,8,210,8745,2.401372212692967,81161,2585,404,162,3151,84312,3.7373090426036626,66930,1985,284,97,2366,69296,3.4143384899561298
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012005,Minbya,မင်းပြား,162600,5609,769,230,6608,169208,3.9052527067278144,86614,3153,432,134,3719,90333,4.11698936158436,75986,2456,337,96,2889,78875,3.662757527733756,22079,803,39,23,865,22944,3.770048814504882,140521,4806,730,207,5743,146264,3.9264617404145925,11780,470,25,13,508,12288,4.134114583333334,10299,333,14,10,357,10656,3.350225225225225,74834,2683,407,121,3211,78045,4.1142930360689345,65687,2123,323,86,2532,68219,3.7115759539131328
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012006,Myebon,မြေပုံ,131995,4303,724,171,5198,137193,3.788823044907539,68971,2350,407,106,2863,71834,3.9855778600662637,63024,1953,317,65,2335,65359,3.5725760798053825,11251,255,39,21,315,11566,2.723499913539685,120744,4048,685,150,4883,125627,3.886903293081901,6003,140,24,12,176,6179,2.8483573393753034,5248,115,15,9,139,5387,2.5802858733989233,62968,2210,383,94,2687,65655,4.092605285202955,57776,1838,302,56,2196,59972,3.6617087974388047
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012007,Pauktaw,ပေါက်တော,144609,1073,166,109,1348,145957,0.9235596785354591,77005,618,85,54,757,77762,0.9734831923047247,67604,455,81,55,591,68195,0.8666324510594619,12685,21,3,5,29,12714,0.228095013371087,131924,1052,163,104,1319,133243,0.989920671254775,6753,10,2,3,15,6768,0.22163120567375888,5932,11,1,2,14,5946,0.23545240497813655,70252,608,83,51,742,70994,1.045158745809505,61672,444,80,53,577,62249,0.9269225208437083
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012008,Rathedaung,ရသေ့တောင်,106506,4486,778,204,5468,111974,4.8832764748959585,58713,2636,482,117,3235,61948,5.222121779557048,47793,1850,296,87,2233,50026,4.463678886978771,7330,160,12,9,181,7511,2.4097989615230997,99176,4326,766,195,5287,104463,5.061122119793611,3993,93,9,7,109,4102,2.6572403705509506,3337,67,3,2,72,3409,2.112056321501907,54720,2543,473,110,3126,57846,5.404003734052484,44456,1783,293,85,2161,46617,4.635647939592853
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012009,Maungdaw,မောင်တော,39596,1001,118,70,1189,40785,2.9152874831433127,19053,527,71,36,634,19687,3.2203992482348758,20543,474,47,34,555,21098,2.630581097734382,12135,272,36,26,334,12469,2.6786430347261208,27461,729,82,44,855,28316,3.019494278852945,6043,158,22,12,192,6235,3.0793905372894947,6092,114,14,14,142,6234,2.277831247994867,13010,369,49,24,442,13452,3.285756764793339,14451,360,33,20,413,14864,2.778525296017223
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012010,Buthidaung,ဘူးသီးတောင်,53830,1420,196,99,1715,55545,3.087586641461878,26914,757,102,54,913,27827,3.2809860926438352,26916,663,94,45,802,27718,2.8934266541597515,9492,195,16,9,220,9712,2.2652388797364087,44338,1225,180,90,1495,45833,3.261841904304759,5217,131,13,6,150,5367,2.7948574622694244,4275,64,3,3,70,4345,1.611047180667434,21697,626,89,48,763,22460,3.397150489759573,22641,599,91,42,732,23373,3.131818765241946
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012011,Kyaukpyu,ကျောက်ဖြူ,159773,4654,695,230,5579,165352,3.3740142242004936,83311,2736,419,124,3279,86590,3.786811410093544,76462,1918,276,106,2300,78762,2.920189939310835,20337,481,31,17,529,20866,2.535224767564459,139436,4173,664,213,5050,144486,3.4951483188682637,10399,290,22,10,322,10721,3.0034511705997575,9938,191,9,7,207,10145,2.0404139970428785,72912,2446,397,114,2957,75869,3.897507545901488,66524,1727,267,99,2093,68617,3.0502645117099263
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012012,Munaung,မာန်အောင်,53527,2870,451,118,3439,56966,6.036934311694695,29941,1713,281,74,2068,32009,6.460682932925114,23586,1157,170,44,1371,24957,5.493448731818728,5191,50,3,2,55,5246,1.0484178421654593,48336,2820,448,116,3384,51720,6.54292343387471,2906,28,2,0,30,2936,1.021798365122616,2285,22,1,2,25,2310,1.0822510822510822,27035,1685,279,74,2038,29073,7.009940494616998,21301,1135,169,42,1346,22647,5.943392060758599
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012013,Ramree,ရမ်းဗြဲ,94623,2784,338,146,3268,97891,3.3384070037082063,51196,1629,211,89,1929,53125,3.6310588235294117,43427,1155,127,57,1339,44766,2.991109324040566,9610,223,33,8,264,9874,2.6736884747822565,85013,2561,305,138,3004,88017,3.4129770385266482,5223,137,20,1,158,5381,2.9362572012637056,4387,86,13,7,106,4493,2.3592254618295128,45973,1492,191,88,1771,47744,3.7093666219839143,39040,1069,114,50,1233,40273,3.0616045489533934
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012014,Ann,အမ်း,115057,3925,547,185,4657,119714,3.8901047496533407,58383,2094,308,106,2508,60891,4.118835295856531,56674,1831,239,79,2149,58823,3.65333287999592,8377,117,14,6,137,8514,1.609114399812074,106680,3808,533,179,4520,111200,4.0647482014388485,4320,72,8,4,84,4404,1.9073569482288828,4057,45,6,2,53,4110,1.289537712895377,54063,2022,300,102,2424,56487,4.29125285463912,52617,1786,233,77,2096,54713,3.830899420613017
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012015,Thandwe,သံတွဲ,130159,2940,264,121,3325,133484,2.490935243175212,66472,1676,140,74,1890,68362,2.764693835756707,63687,1264,124,47,1435,65122,2.2035564018304106,13999,291,27,10,328,14327,2.289383681161443,116160,2649,237,111,2997,119157,2.515169062665223,7421,160,11,4,175,7596,2.3038441284886786,6578,131,16,6,153,6731,2.2730649234883376,59051,1516,129,70,1715,60766,2.822301945166705,57109,1133,108,41,1282,58391,2.195543833810005
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012016,Toungup,တောင်ကုတ်,154160,3525,469,187,4181,158341,2.6405037229776243,78745,1993,242,104,2339,81084,2.8846628188051895,75415,1532,227,83,1842,77257,2.3842499708764255,33669,366,31,21,418,34087,1.2262739460791503,120491,3159,438,166,3763,124254,3.0284739324287346,17626,218,13,13,244,17870,1.3654168998321208,16043,148,18,8,174,16217,1.0729481408398593,61119,1775,229,91,2095,63214,3.3141392729458667,59372,1384,209,75,1668,61040,2.7326343381389253
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012017,Gwa,ဂွ,63791,1920,217,87,2224,66015,3.3689313034916304,32214,1038,127,56,1221,33435,3.6518618214445944,31577,882,90,31,1003,32580,3.078575813382443,15081,253,33,21,307,15388,1.9950610865609568,48710,1667,184,66,1917,50627,3.7865170758686078,7716,139,21,11,171,7887,2.1681247622670217,7365,114,12,10,136,7501,1.8130915877882947,24498,899,106,45,1050,25548,4.109910756223579,24212,768,78,21,867,25079,3.4570756409745202
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013001,Insein,အင်းစိန်,301926,2916,283,158,3357,305283,1.0996354202494079,157233,1637,161,94,1892,159125,1.1890023566378634,144693,1279,122,64,1465,146158,1.002339933496627,301926,2916,283,158,3357,305283,1.0996354202494079,0,0,0,0,0,0,,157233,1637,161,94,1892,159125,1.1890023566378634,144693,1279,122,64,1465,146158,1.002339933496627,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013002,Mingaladon,မင်္ဂလာဒုံ,325270,5624,480,212,6316,331586,1.904784882353296,169700,3227,282,118,3627,173327,2.0925764595244827,155570,2397,198,94,2689,158259,1.6991134785383455,195011,2931,322,132,3385,198396,1.7061835924111373,130259,2693,158,80,2931,133190,2.2006156618364745,100657,1674,183,68,1925,102582,1.8765475424538418,94354,1257,139,64,1460,95814,1.5237856680652095,69043,1553,99,50,1702,70745,2.405823733126016,61216,1140,59,30,1229,62445,1.968131956121387
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013003,Hmawbi,မှော်ဘီ,237637,6217,531,222,6970,244607,2.849468739651768,119809,3446,307,114,3867,123676,3.1267181991655617,117828,2771,224,108,3103,120931,2.5659260239310018,24994,853,85,28,966,25960,3.721109399075501,212643,5364,446,194,6004,218647,2.745978677960365,13116,507,43,9,559,13675,4.087751371115174,11878,346,42,19,407,12285,3.3129833129833126,106693,2939,264,105,3308,110001,3.007245388678285,105950,2425,182,89,2696,108646,2.4814535279715773
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013004,Hlegu,လှည်းကူး,263283,6756,518,184,7458,270741,2.754662204837834,132635,3627,282,110,4019,136654,2.941004288202321,130648,3129,236,74,3439,134087,2.5647527351644825,38951,1015,82,30,1127,40078,2.8120165676929987,224332,5741,436,154,6331,230663,2.744696808764301,20508,597,48,19,664,21172,3.1362176459474775,18443,418,34,11,463,18906,2.4489580027504494,112127,3030,234,91,3355,115482,2.9052146654889937,112205,2711,202,63,2976,115181,2.583759474218838
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013005,Taikkyi,တိုက်ကြီး,271487,4987,535,259,5781,277268,2.084986366980683,139275,2804,313,162,3279,142554,2.30018098404815,132212,2183,222,97,2502,134714,1.8572679899639237,86729,1063,133,75,1271,88000,1.4443181818181818,184758,3924,402,184,4510,189268,2.3828645095842935,45102,607,82,48,737,45839,1.6078012173040426,41627,456,51,27,534,42161,1.2665733734968336,94173,2197,231,114,2542,96715,2.6283410019128364,90585,1727,171,70,1968,92553,2.126349226929435
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013006,Htantabin,ထန်းတပင်,142873,2556,231,132,2919,145792,2.0021674714661986,72357,1401,146,81,1628,73985,2.2004460363587213,70516,1155,85,51,1291,71807,1.7978748589970335,8862,132,15,10,157,9019,1.740769486639317,134011,2424,216,122,2762,136773,2.0194044146139953,4605,86,8,2,96,4701,2.0421186981493302,4257,46,7,8,61,4318,1.412691060676239,67752,1315,138,79,1532,69284,2.211188730442815,66259,1109,78,43,1230,67489,1.8225192253552431
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013007,Shwepyithar,ရွှေပြည်သာ,340188,2889,268,181,3338,343526,0.9716877325151517,177289,1713,150,110,1973,179262,1.1006236681505284,162899,1176,118,71,1365,164264,0.8309793990162178,277116,2313,212,154,2679,279795,0.9574867313568862,63072,576,56,27,659,63731,1.0340336727809072,144303,1362,120,95,1577,145880,1.081025500411297,132813,951,92,59,1102,133915,0.8229100548855617,32986,351,30,15,396,33382,1.1862680486489725,30086,225,26,12,263,30349,0.8665853899634255
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013008,Hlaingtharya,လှိုင်သာယာ,680274,6540,700,353,7593,687867,1.1038471099791094,360488,3880,436,201,4517,365005,1.2375172942836399,319786,2660,264,152,3076,322862,0.9527290297402605,476591,4773,504,260,5537,482128,1.148450204095178,203683,1767,196,93,2056,205739,0.9993243867229838,255226,2875,317,142,3334,258560,1.2894492574257426,221365,1898,187,118,2203,223568,0.9853825234380591,105262,1005,119,59,1183,106445,1.1113720700831415,98421,762,77,34,873,99294,0.879207202852136
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,207250,1923,189,124,2236,209486,1.067374430749549,109422,1200,106,60,1366,110788,1.2329855218976786,97828,723,83,64,870,98698,0.8814768283045249,207250,1923,189,124,2236,209486,1.067374430749549,0,0,0,0,0,0,,109422,1200,106,60,1366,110788,1.2329855218976786,97828,723,83,64,870,98698,0.8814768283045249,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013010,Yankin,ရန်ကင်း,70256,590,62,38,690,70946,0.9725706875651904,37816,344,38,24,406,38222,1.062215477996965,32440,246,24,14,284,32724,0.8678645642342011,70256,590,62,38,690,70946,0.9725706875651904,0,0,0,0,0,0,,37816,344,38,24,406,38222,1.062215477996965,32440,246,24,14,284,32724,0.8678645642342011,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,159166,1698,188,74,1960,161126,1.2164393083673648,84411,1015,111,42,1168,85579,1.3648208088432912,74755,683,77,32,792,75547,1.048354004791719,159166,1698,188,74,1960,161126,1.2164393083673648,0,0,0,0,0,0,,84411,1015,111,42,1168,85579,1.3648208088432912,74755,683,77,32,792,75547,1.048354004791719,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,328448,4330,340,175,4845,333293,1.4536758947832689,174042,2618,188,105,2911,176953,1.6450695947511487,154406,1712,152,70,1934,156340,1.2370474606626582,328448,4330,340,175,4845,333293,1.4536758947832689,0,0,0,0,0,0,,174042,2618,188,105,2911,176953,1.6450695947511487,154406,1712,152,70,1934,156340,1.2370474606626582,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013013,Thaketa,သာကေတ,216664,3348,348,196,3892,220556,1.7646312047733907,110892,2044,208,122,2374,113266,2.0959511239030246,105772,1304,140,74,1518,107290,1.4148569298163856,216664,3348,348,196,3892,220556,1.7646312047733907,0,0,0,0,0,0,,110892,2044,208,122,2374,113266,2.0959511239030246,105772,1304,140,74,1518,107290,1.4148569298163856,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013014,Dawbon,ဒေါပုံ,74028,1107,110,80,1297,75325,1.7218718884832391,37844,628,64,44,736,38580,1.9077242094349405,36184,479,46,36,561,36745,1.5267383317458159,74028,1107,110,80,1297,75325,1.7218718884832391,0,0,0,0,0,0,,37844,628,64,44,736,38580,1.9077242094349405,36184,479,46,36,561,36745,1.5267383317458159,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013015,Tamwe,တာမွေ,163130,1899,170,114,2183,165313,1.3205253065397156,89254,1224,110,63,1397,90651,1.5410751122436597,73876,675,60,51,786,74662,1.0527443679515684,163130,1899,170,114,2183,165313,1.3205253065397156,0,0,0,0,0,0,,89254,1224,110,63,1397,90651,1.5410751122436597,73876,675,60,51,786,74662,1.0527443679515684,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013016,Pazundaung,ပုဇွန်တောင်,47001,1346,71,37,1454,48455,3.0007223196780517,25469,798,37,20,855,26324,3.24798662817201,21532,548,34,17,599,22131,2.7066106366635037,47001,1346,71,37,1454,48455,3.0007223196780517,0,0,0,0,0,0,,25469,798,37,20,855,26324,3.24798662817201,21532,548,34,17,599,22131,2.7066106366635037,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013017,Botahtaung,ဗိုလ်တထောင်,40144,741,86,24,851,40995,2.075862910110989,21068,449,49,13,511,21579,2.3680430047731593,19076,292,37,11,340,19416,1.7511330861145449,40144,741,86,24,851,40995,2.075862910110989,0,0,0,0,0,0,,21068,449,49,13,511,21579,2.3680430047731593,19076,292,37,11,340,19416,1.7511330861145449,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,364322,6538,564,222,7324,371646,1.9706925407511449,186203,3842,345,116,4303,190506,2.2587215100836717,178119,2696,219,106,3021,181140,1.667770785028155,364322,6538,564,222,7324,371646,1.9706925407511449,0,0,0,0,0,0,,186203,3842,345,116,4303,190506,2.2587215100836717,178119,2696,219,106,3021,181140,1.667770785028155,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013019,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,201193,2408,243,104,2755,203948,1.3508345264479182,105953,1423,127,57,1607,107560,1.4940498326515432,95240,985,116,47,1148,96388,1.1910196289994603,201193,2408,243,104,2755,203948,1.3508345264479182,0,0,0,0,0,0,,105953,1423,127,57,1607,107560,1.4940498326515432,95240,985,116,47,1148,96388,1.1910196289994603,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013020,Dagon Myothit (East),ဒဂုံမြို့သစ်အရှေ့ပိုင်း,160742,4387,398,101,4886,165628,2.9499843021711305,81939,2533,236,59,2828,84767,3.336203947290809,78803,1854,162,42,2058,80861,2.54510827222023,151647,4143,357,97,4597,156244,2.94219298021044,9095,244,41,4,289,9384,3.0797101449275366,77558,2400,215,56,2671,80229,3.329220107442446,74089,1743,142,41,1926,76015,2.5337104518844966,4381,133,21,3,157,4538,3.4596738651388277,4714,111,20,1,132,4846,2.723895996698308
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013021,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ်ဆိပ်ကမ်း,164677,2466,203,102,2771,167448,1.6548421002341023,83168,1409,114,60,1583,84751,1.8678245684416703,81509,1057,89,42,1188,82697,1.4365696458154469,147441,2345,194,96,2635,150076,1.7557770729497053,17236,121,9,6,136,17372,0.7828689845728759,74654,1354,107,55,1516,76170,1.9902848890639357,72787,991,87,41,1119,73906,1.5140854599085325,8514,55,7,5,67,8581,0.7807947791632677,8722,66,2,1,69,8791,0.784893641223979
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,130493,1670,233,98,2001,132494,1.5102570682446,68764,1008,127,65,1200,69964,1.7151678005831572,61729,662,106,33,801,62530,1.2809851271389732,130493,1670,233,98,2001,132494,1.5102570682446,0,0,0,0,0,0,,68764,1008,127,65,1200,69964,1.7151678005831572,61729,662,106,33,801,62530,1.2809851271389732,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013023,Thanlyin,သန်လျှင်,263532,4027,334,170,4531,268063,1.6902743011903916,134834,2396,193,103,2692,137526,1.95744804618763,128698,1631,141,67,1839,130537,1.4087959735553905,84130,1777,106,52,1935,86065,2.248300702957067,179402,2250,228,118,2596,181998,1.4263893009813293,43773,1086,61,35,1182,44955,2.6292959626292958,40357,691,45,17,753,41110,1.8316711262466554,91061,1310,132,68,1510,92571,1.6311803912672433,88341,940,96,50,1086,89427,1.2143983360729982
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013024,Kyauktan,ကျောက်တန်း,164984,2163,167,134,2464,167448,1.4715016004968706,84627,1202,89,74,1365,85992,1.5873569634384594,80357,961,78,60,1099,81456,1.3491946572382636,51014,524,38,36,598,51612,1.1586452762923352,113970,1639,129,98,1866,115836,1.610898166373148,26442,284,25,18,327,26769,1.2215622548470246,24572,240,13,18,271,24843,1.090850541399992,58185,918,64,56,1038,59223,1.7526974317410466,55785,721,65,42,828,56613,1.4625616024587993
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013025,Thongwa,သုံးခွ,154781,2746,223,126,3095,157876,1.9603993007170184,80629,1538,134,83,1755,82384,2.130268013206448,74152,1208,89,43,1340,75492,1.7750225189424045,27507,464,27,20,511,28018,1.823827539438932,127274,2282,196,106,2584,129858,1.9898658534707143,14527,266,18,13,297,14824,2.003507825148408,12980,198,9,7,214,13194,1.6219493709261785,66102,1272,116,70,1458,67560,2.158081705150977,61172,1010,80,36,1126,62298,1.807441651417381
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013026,Kayan,ခရမ်း,155247,2457,194,121,2772,158019,1.7542194293091335,80936,1390,113,70,1573,82509,1.9064586893551005,74311,1067,81,51,1199,75510,1.5878691564031253,32675,266,20,16,302,32977,0.9157897928859509,122572,2191,174,105,2470,125042,1.9753362870075655,17362,159,11,9,179,17541,1.0204663360127701,15313,107,9,7,123,15436,0.7968385592122311,63574,1231,102,61,1394,64968,2.1456717153059968,58998,960,72,44,1076,60074,1.7911242800545994
