SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,DISWALK_N_T,DISWALK_YSOME_T,DISWALK_YLOT_T,DISWALK_YALL_T,DISWALK_Y_T,DISWALK_TOT_T,DISWALKR_T,DISWALK_N_F,DISWALK_YSOME_F,DISWALK_YLOT_F,DISWALK_YALL_F,DISWALK_Y_F,DISWALK_TOT_F,DISWALKR_F,DISWALK_N_M,DISWALK_YSOME_M,DISWALK_YLOT_M,DISWALK_YALL_M,DISWALK_Y_M,DISWALK_TOT_M,DISWALKR_M,DISWALK_N_U,DISWALK_YSOME_U,DISWALK_YLOT_U,DISWALK_YALL_U,DISWALK_Y_U,DISWALK_TOT_U,DISWALKR_U,DISWALK_N_R,DISWALK_YSOME_R,DISWALK_YLOT_R,DISWALK_YALL_R,DISWALK_Y_R,DISWALK_TOT_R,DISWALKR_R,DISWALK_N_FU,DISWALK_YSOME_FU,DISWALK_YLOT_FU,DISWALK_YALL_FU,DISWALK_Y_FU,DISWALK_TOT_FU,DISWALKR_FU,DISWALK_N_MU,DISWALK_YSOME_MU,DISWALK_YLOT_MU,DISWALK_YALL_MU,DISWALK_Y_MU,DISWALK_TOT_MU,DISWALKR_MU,DISWALK_N_FR,DISWALK_YSOME_FR,DISWALK_YLOT_FR,DISWALK_YALL_FR,DISWALK_Y_FR,DISWALK_TOT_FR,DISWALKR_FR,DISWALK_N_MR,DISWALK_YSOME_MR,DISWALK_YLOT_MR,DISWALK_YALL_MR,DISWALK_Y_MR,DISWALK_TOT_MR,DISWALKR_MR
MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006005,Myeik,မြိတ်,278506,4332,995,656,5983,284489,2.1030690114556276,141657,2384,511,345,3240,144897,2.236071140189238,136849,1948,484,311,2743,139592,1.9650123216230158,112684,1724,427,306,2457,115141,2.133905385570735,165822,2608,568,350,3526,169348,2.0821031249261877,58667,1002,240,176,1418,60085,2.3599900141466255,54017,722,187,130,1039,55056,1.8871694274920081,82990,1382,271,169,2078,86890,2.3915295200828632,82832,1226,297,181,1704,84536,2.0157092836188135
MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006006,Kyunsu,ကျွန်းစု,166058,4495,837,363,5695,171753,3.315808166378462,81186,2256,367,167,2790,83976,3.3223778222349245,84872,2239,470,196,2905,87777,3.3095229957733805,5491,35,13,9,57,5548,1.0273972602739725,160567,4460,824,354,5638,166205,3.3921963839836344,2463,18,9,4,31,2494,1.2429831595829992,3028,17,4,5,26,3054,0.8513425016371972,78723,2238,358,163,4581,86063,5.322844892694886,81844,2222,466,191,2879,84723,3.3981327384535485
MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006007,Palaw,ပုလော,125209,3414,893,476,4783,129992,3.6794571973659913,63925,1917,439,226,2582,66507,3.882298103958982,61284,1497,454,250,2201,63485,3.4669606993778057,24238,599,167,108,874,25112,3.480407773176171,100971,2815,726,368,3909,104880,3.7271167048054923,12332,372,84,54,510,12842,3.9713440274100607,11906,227,83,54,364,12270,2.9665851670741645,51593,1545,355,172,7322,60987,12.005837309590568,49378,1270,371,196,1837,51215,3.586839793029386
MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006008,Tanintharyi,တနင်္သာရီ,101934,3914,703,302,4919,106853,4.60352072473398,49480,2086,328,142,2556,52036,4.91198401106926,52454,1828,375,160,2363,54817,4.310706532644983,5398,90,13,13,116,5514,2.10373594486761,96536,3824,690,289,4803,101339,4.739537591647835,2703,50,8,7,65,2768,2.348265895953757,2695,40,5,6,51,2746,1.8572469045884923,46777,2036,320,135,3755,53023,7.081832412349358,49759,1788,370,154,2312,52071,4.440091413646751
MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006009,Kawthoung,ကော့သောင်း,138133,1379,289,219,1887,140020,1.3476646193400943,66919,702,132,104,938,67857,1.382318699618315,71214,677,157,115,949,72163,1.3150783642586923,67921,558,117,110,785,68706,1.1425494134427852,70212,821,172,109,1102,71314,1.5452786269175758,33737,282,50,56,388,34125,1.136996336996337,34184,276,67,54,397,34581,1.1480292646250831,33182,420,82,48,1772,35504,4.990986931050022,37030,401,90,61,552,37582,1.4687882496940026
MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,MMR006010,Bokpyin,ဘုတ်ပြင်း,79957,1354,279,128,1761,81718,2.1549719767982576,37153,658,128,67,853,38006,2.244382465926433,42804,696,151,61,908,43712,2.077232796486091,10258,130,37,17,184,10442,1.762114537444934,69699,1224,242,111,1577,71276,2.2125259554408214,4904,57,13,8,78,4982,1.5656362906463268,5354,73,24,9,106,5460,1.9413919413919414,32249,601,115,59,1570,34594,4.538359253049662,37450,623,127,52,802,38252,2.0966223988288193
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009001,Magway,မကွေး,284965,2979,852,451,4282,289247,1.480395648010178,151837,1630,451,226,2307,154144,1.4966524807971766,133128,1349,401,225,1975,135103,1.4618476273657877,93163,556,214,105,875,94038,0.9304749143963078,191802,2423,638,346,3407,195209,1.7453088740785518,49680,289,121,58,468,50148,0.9332376166547021,43483,267,93,47,407,43890,0.9273182957393483,102157,1341,330,168,3243,107239,3.0240863864825296,89645,1082,308,178,1568,91213,1.719053205135233
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009002,Yenangyaung,ရေနံချောင်း,131481,1856,538,352,2746,134227,2.045788105224731,72427,1078,290,204,1572,73999,2.124353031797727,59054,778,248,148,1174,60228,1.949259480640234,44141,712,176,91,979,45120,2.169769503546099,87340,1144,362,261,1767,89107,1.9830091911971,24277,426,89,57,572,24849,2.3019034971226207,19864,286,87,34,407,20271,2.007794386068768,48150,652,201,147,2839,51989,5.460770547615842,39190,492,161,114,767,39957,1.9195635307956052
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009003,Chauk,ချောက်,182180,2178,491,340,3009,185189,1.6248265285735113,101100,1254,256,194,1704,102804,1.657523053577682,81080,924,235,146,1305,82385,1.5840262183649936,44429,465,111,71,647,45076,1.4353536249889076,137751,1713,380,269,2362,140113,1.6857821900894279,24433,268,52,42,362,24795,1.459971768501714,19996,197,59,29,285,20281,1.405256151077363,76667,986,204,152,2342,80351,2.914711702405695,61084,727,176,117,1020,62104,1.6424062862295505
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009004,Taungdwingyi,တောင်တွင်းကြီး,254051,4272,962,575,5809,259860,2.235434464711768,133853,2478,518,305,3301,137154,2.406783615497907,120198,1794,444,270,2508,122706,2.0439098332599874,45293,460,170,100,730,46023,1.586163440019121,208758,3812,792,475,5079,213837,2.375173613546767,23879,256,89,57,402,24281,1.6556155018327086,21414,204,81,43,328,21742,1.5086008646858615,109974,2222,429,248,4241,117114,3.6212579196338606,98784,1590,363,227,2180,100964,2.159185452240403
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009005,Myothit,မြို့သစ်,155907,2652,589,363,3604,159511,2.259405307470958,83375,1570,335,192,2097,85472,2.453435043055036,72532,1082,254,171,1507,74039,2.0354137684193465,7919,110,31,20,161,8080,1.9925742574257426,147988,2542,558,343,3443,151431,2.273642781200679,4284,65,17,8,90,4374,2.05761316872428,3635,45,14,12,71,3706,1.9158121964382084,79091,1505,318,184,4906,86004,5.704385842518953,68897,1037,240,159,1436,70333,2.0417158375158175
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009006,Natmauk,နတ်မောက်,203022,2849,650,475,3974,206996,1.9198438617171347,111933,1666,362,261,2289,114222,2.0039922256658085,91089,1183,288,214,1685,92774,1.816241619419234,14462,199,39,37,275,14737,1.8660514351631945,188560,2650,611,438,3699,192259,1.9239671484819956,7793,126,21,23,170,7963,2.134873791284692,6669,73,18,14,105,6774,1.550044286979628,104140,1540,341,238,4126,110385,3.7378266974679533,84420,1110,270,200,1580,86000,1.8372093023255813
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009007,Minbu,မင်းဘူး,184514,2555,714,399,3668,188182,1.9491768606986852,97827,1482,388,223,2093,99920,2.0946757405924736,86687,1073,326,176,1575,88262,1.7844599034692166,39003,379,116,61,556,39559,1.4054955888672616,145511,2176,598,338,3112,148623,2.0938885636812605,21110,218,57,34,309,21419,1.4426443811569167,17893,161,59,27,247,18140,1.3616317530319735,76717,1264,331,189,3903,82404,4.736420562108636,68794,912,267,149,1328,70122,1.8938421608054534
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009008,Pwintbyu,ပွင့်ဖြူ,160889,1960,512,331,2803,163692,1.7123622412824084,85434,1043,283,192,1518,86952,1.7457907811206184,75455,917,229,139,1285,76740,1.6744852749543915,6272,52,16,10,78,6350,1.2283464566929132,154617,1908,496,321,2725,157342,1.7318961243660307,3403,25,5,7,37,3440,1.0755813953488373,2869,27,11,3,41,2910,1.4089347079037802,82031,1018,278,185,3265,86777,3.762517717828457,72586,890,218,136,1244,73830,1.684951916565082
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009009,Ngape,ငဖဲ,51570,391,129,52,572,52142,1.0970043343178244,26755,214,71,27,312,27067,1.152695163852662,24815,177,58,25,260,25075,1.036889332003988,4031,20,6,8,34,4065,0.8364083640836408,47539,371,123,44,538,48077,1.1190382095388647,2162,12,3,4,19,2181,0.871160018340211,1869,8,3,4,15,1884,0.7961783439490446,24593,202,68,23,1774,26660,6.6541635408852216,22946,169,55,21,245,23191,1.056444310292786
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009010,Salin,စလင်း,231945,2759,849,480,4088,236033,1.731961208814022,124943,1619,479,267,2365,127308,1.8576994375844407,107002,1140,370,213,1723,108725,1.5847321223269717,12072,57,19,10,86,12158,0.7073531830893239,219873,2702,830,470,4002,223875,1.7876046901172529,6534,38,9,6,53,6587,0.8046151510551085,5538,19,10,4,33,5571,0.5923532579429186,118409,1581,470,261,2605,123326,2.1122877576504546,101464,1121,360,209,1690,103154,1.6383271613316013
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009011,Sidoktaya,စေတုတ္တရာ,46220,1003,221,82,1306,47526,2.7479695324664393,23437,579,125,47,751,24188,3.1048453778733256,22783,424,96,35,555,23338,2.3780958094095466,6361,113,28,12,153,6514,2.3487872275099786,39859,890,193,70,1153,41012,2.8113722812835267,3204,67,16,5,88,3292,2.67314702308627,3157,46,12,7,65,3222,2.0173805090006205,20233,512,109,42,2975,23871,12.462820996187842,19626,378,84,28,490,20116,2.435871942732154
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009012,Thayet,သရက်,102144,1495,463,245,2203,104347,2.1112250471982903,53720,854,249,139,1242,54962,2.2597430952294313,48424,641,214,106,961,49385,1.9459350005062266,19894,225,84,48,357,20251,1.7628759073625995,82250,1270,379,197,1846,84096,2.1951103500761038,10664,123,41,20,184,10848,1.696165191740413,9230,102,43,28,173,9403,1.8398383494629373,43056,731,208,119,1721,45835,3.754772553725319,39194,539,171,78,788,39982,1.9708868991045971
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009013,Minhla,မင်းလှ,144104,1405,386,187,1978,146082,1.3540340356785914,71797,816,221,115,1152,72949,1.5791854583339044,72307,589,165,72,826,73133,1.1294490859119686,12282,156,53,19,228,12510,1.8225419664268585,131822,1249,333,168,1750,133572,1.3101548228670679,6473,100,32,13,145,6618,2.1909942580840136,5809,56,21,6,83,5892,1.4086897488119483,65324,716,189,102,2065,68396,3.019182408327972,66498,533,144,66,743,67241,1.1049805921982123
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009014,Mindon,မင်းတုန်း,57726,1194,280,157,1631,59357,2.747780379736173,30475,688,151,82,921,31396,2.933494712702255,27251,506,129,75,710,27961,2.539251099746075,4493,61,25,15,101,4594,2.198519808445799,53233,1133,255,142,1530,54763,2.7938571663349343,2425,36,13,8,57,2482,2.2965350523771155,2068,25,12,7,44,2112,2.083333333333333,28050,652,138,74,1871,30785,6.077635211953874,25183,481,117,68,666,25849,2.576501992340129
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009015,Kamma,ကံမ,71692,2649,545,309,3503,75195,4.658554425161247,37329,1547,298,167,2012,39341,5.114257390508629,34363,1102,247,142,1491,35854,4.158531823506443,4988,162,36,16,214,5202,4.1138023836985775,66704,2487,509,293,3289,69993,4.699041332704699,2660,104,14,7,125,2785,4.488330341113106,2328,58,22,9,89,2417,3.6822507240380635,34669,1443,284,160,2751,39307,6.998753402701809,32035,1044,225,133,1402,33437,4.192959894727398
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009016,Aunglan,အောင်လံ,226713,6812,1162,535,8509,235222,3.617433743442365,118512,4021,645,279,4945,123457,4.0054431907465755,108201,2791,517,256,3564,111765,3.18883371359549,51238,1010,159,80,1249,52487,2.379636862461181,175475,5802,1003,455,7260,182735,3.9729663173447887,27145,575,91,44,710,27855,2.5489140190271047,24093,435,68,36,539,24632,2.18821045794089,91367,3446,554,235,6122,101724,6.018245448468405,84108,2356,449,220,3025,87133,3.471704176374049
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009017,Sinbaungwe,ဆင်ပေါင်ဝဲ,113847,3026,670,301,3997,117844,3.3917721733817587,59684,1822,395,154,2371,62055,3.820804125372653,54163,1204,275,147,1626,55789,2.9145530480919177,4997,58,19,15,92,5089,1.8078207899390841,108850,2968,651,286,3905,112755,3.4632610527249343,2679,34,14,8,56,2735,2.047531992687386,2318,24,5,7,36,2354,1.5293118096856415,57005,1788,381,146,6550,65870,9.943828753605587,51845,1180,270,140,1590,53435,2.975577804809582
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009018,Pakokku,ပခုက္ကူ,284497,3806,1114,722,5642,290139,1.944585181585378,156191,2223,598,386,3207,159398,2.0119449428474634,128306,1583,516,336,2435,130741,1.8624608959698947,89725,761,197,159,1117,90842,1.22960745029832,194772,3045,917,563,4525,199297,2.2704807398003983,48999,438,95,85,618,49617,1.245540842856279,40726,323,102,74,499,41225,1.2104305639781685,107192,1785,503,301,4904,114685,4.276060513580678,87580,1260,414,262,1936,89516,2.1627418562044776
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009019,Yesagyo,ရေစကြို,210961,2998,897,496,4391,215352,2.0389873323674728,118482,1735,493,289,2517,120999,2.080182480846949,92479,1263,404,207,1874,94353,1.9861583627441628,22842,347,98,42,487,23329,2.0875305413862573,188119,2651,799,454,3904,192023,2.033089786119371,12590,191,52,25,268,12858,2.0843054907450616,10252,156,46,17,219,10471,2.0914907840702894,105892,1544,441,264,4838,112979,4.28221173846467,82227,1107,358,190,1655,83882,1.9730097041081518
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009020,Myaing,မြိုင်,221120,2984,1006,661,4651,225771,2.0600519995925075,122235,1742,552,388,2682,124917,2.1470256250150097,98885,1242,454,273,1969,100854,1.9523271263410475,7558,97,34,17,148,7706,1.9205813651699974,213562,2887,972,644,4503,218065,2.0649806250429914,4125,60,20,15,95,4220,2.251184834123223,3433,37,14,2,53,3486,1.5203671830177854,118110,1682,532,373,4836,125533,3.8523734794834827,95452,1205,440,271,1916,97368,1.9677922931558622
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009021,Pauk,ပေါက်,166804,3150,1085,475,4710,171514,2.7461315111302866,89813,1815,591,265,2671,92484,2.8880671251243455,76991,1335,494,210,2039,79030,2.580032898899152,7102,115,49,20,184,7286,2.525391161130936,159702,3035,1036,455,4526,164228,2.755924690065031,3928,64,28,11,103,4031,2.5551972215331182,3174,51,21,9,81,3255,2.488479262672811,85885,1751,563,254,5155,93608,5.50700794803863,73817,1284,473,201,1958,75775,2.583965687891785
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009022,Seikphyu,ဆိပ်ဖြူ,100907,1276,399,187,1862,102769,1.8118304157868619,54774,773,211,102,1086,55860,1.9441460794844254,46133,503,188,85,776,46909,1.6542667718348292,9020,46,7,8,61,9081,0.6717321880850127,91887,1230,392,179,1801,93688,1.9223379728460424,4974,35,5,4,44,5018,0.876843363889996,4046,11,2,4,17,4063,0.41841004184100417,49800,738,206,98,3610,54452,6.629692205979579,42087,492,186,81,759,42846,1.7714605797507352
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009023,Gangaw,ဂန့်ဂေါ,130745,1724,513,313,2550,133295,1.9130500018755392,68490,947,281,157,1385,69875,1.9821109123434704,62255,777,232,156,1165,63420,1.8369599495427311,13645,201,52,41,294,13939,2.109190042327283,117100,1523,461,272,2256,119356,1.8901437715741143,7339,101,31,19,151,7490,2.016021361815754,6306,100,21,22,143,6449,2.2173980462087144,61151,846,250,138,2276,64661,3.519896073367254,55949,677,211,134,1022,56971,1.7938951396324447
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009024,Tilin,ထီးလင်း,47591,873,218,184,1275,48866,2.609176114271682,25271,503,121,112,736,26007,2.8300073057253816,22320,370,97,72,539,22859,2.357933417909795,4388,83,28,23,134,4522,2.9632905793896507,43203,790,190,161,1141,44344,2.573065127187444,2356,49,16,17,82,2438,3.3634126333059884,2032,34,12,6,52,2084,2.495201535508637,22915,454,105,95,1888,25457,7.416427701614488,20288,336,85,66,487,20775,2.3441636582430805
MMR009,Magway,မကွေးတိုင်းဒေသကြီး,MMR009025,Saw,ဆော,65962,2137,426,172,2735,68697,3.981251000771504,34614,1227,220,90,1537,36151,4.251611297059556,31348,910,206,82,1198,32546,3.6809438947950595,9113,294,49,17,360,9473,3.800274464266864,56849,1843,377,155,2375,59224,4.0101985681480485,4879,176,21,7,204,5083,4.013377926421405,4234,118,28,10,156,4390,3.5535307517084282,29735,1051,199,83,2756,33824,8.1480605487228,27114,792,178,72,1042,28156,3.700809774115642
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010001,Aungmyaythazan,အောင်မြေသာဇံ,262704,2137,540,398,3075,265779,1.1569762848080547,134091,1243,290,196,1729,135820,1.273008393461935,128613,894,250,202,1346,129959,1.0357112627828777,262704,2137,540,398,3075,265779,1.1569762848080547,0,0,0,0,0,0,,134091,1243,290,196,1729,135820,1.273008393461935,128613,894,250,202,1346,129959,1.0357112627828777,0,0,0,0,564,564,100,0,0,0,0,0,0,
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010002,Chanayethazan,ချမ်းအေးသာဇံ,195419,1186,327,243,1756,197175,0.8905794345124889,102964,661,171,134,966,103930,0.9294717598383527,92455,525,156,109,790,93245,0.8472304144994369,195419,1186,327,243,1756,197175,0.8905794345124889,0,0,0,0,0,0,,102964,661,171,134,966,103930,0.9294717598383527,92455,525,156,109,790,93245,0.8472304144994369,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010003,Mahaaungmyay,မဟာအောင်မြေ,239394,1086,373,260,1719,241113,0.7129437234823506,123274,606,189,141,936,124210,0.753562515095403,116120,480,184,119,783,116903,0.6697860619487951,239394,1086,373,260,1719,241113,0.7129437234823506,0,0,0,0,0,0,,123274,606,189,141,936,124210,0.753562515095403,116120,480,184,119,783,116903,0.6697860619487951,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010004,Chanmyathazi,ချမ်းမြသာစည်,281407,1530,526,318,2374,283781,0.8365605872133794,144996,835,265,157,1257,146253,0.8594695493425776,136411,695,261,161,1117,137528,0.8121982432668257,281407,1530,526,318,2374,283781,0.8365605872133794,0,0,0,0,0,0,,144996,835,265,157,1257,146253,0.8594695493425776,136411,695,261,161,1117,137528,0.8121982432668257,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010005,Pyigyitagon,ပြည်ကြီးတံခွန်,236266,926,286,220,1432,237698,0.6024451194372692,116200,474,125,105,704,116904,0.6022035174159995,120066,452,161,115,728,120794,0.6026789410070036,236266,926,286,220,1432,237698,0.6024451194372692,0,0,0,0,0,0,,116200,474,125,105,704,116904,0.6022035174159995,120066,452,161,115,728,120794,0.6026789410070036,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010006,Amarapura,အမရပူရ,234801,2062,441,314,2817,237618,1.1855162487690327,121535,1183,232,187,1602,123137,1.3009899542785677,113266,879,209,127,1215,114481,1.061311484001712,80060,563,124,77,764,80824,0.9452637830347421,154741,1499,317,237,2053,156794,1.3093613276018217,41428,321,68,48,437,41865,1.0438313627134839,38632,242,56,29,327,38959,0.8393439256654431,80107,862,164,139,1165,82437,1.4132003833230224,74634,637,153,98,888,75522,1.1758163184237704
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010007,Patheingyi,ပုသိမ်ကြီး,260428,2438,525,334,3297,263725,1.250165892501659,132951,1336,254,180,1770,134721,1.3138263522390718,127477,1102,271,154,1527,129004,1.183684226845679,12950,99,18,15,132,13082,1.009020027518728,247478,2339,507,319,3165,250643,1.2627522013381582,6885,51,10,11,72,6957,1.034928848641656,6065,48,8,4,60,6125,0.9795918367346939,126066,1285,244,169,2863,130627,2.1917367772359464,121412,1054,263,150,1467,122879,1.1938573718861645
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010008,Pyinoolwin,ပြင်ဦးလွင်,253318,1503,430,257,2190,255508,0.8571160198506504,126419,750,186,126,1062,127481,0.8330653195378134,126899,753,244,131,1128,128027,0.8810641505307474,157195,1115,299,174,1588,158783,1.0001070643582752,96123,388,131,83,602,96725,0.6223830447143964,78847,568,132,83,783,79630,0.9832977521034786,78348,547,167,91,805,79153,1.0170176746301467,47572,182,54,43,1977,49828,3.9676487115677928,48551,206,77,40,323,48874,0.6608830871219872
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010009,Madaya,မတ္တရာ,255113,1911,560,417,2888,258001,1.1193755062964872,133529,1068,305,220,1593,135122,1.1789345924423855,121584,843,255,197,1295,122879,1.053882274432572,23886,261,56,31,348,24234,1.4359990096558555,231227,1650,504,386,2540,233767,1.086551994079575,12580,139,24,18,181,12761,1.418384139174046,11306,122,32,13,167,11473,1.4555913884772944,120949,929,281,202,1691,124052,1.3631380388869183,110278,721,223,184,1128,111406,1.0125127910525464
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010010,Singu,စဉ့်ကူး,155285,1520,477,303,2300,157585,1.4595297775803535,79554,862,254,141,1257,80811,1.55548130823774,75731,658,223,162,1043,76774,1.3585328366374032,7275,78,23,17,118,7393,1.5961044231029353,148010,1442,454,286,2182,150192,1.4528070736124428,3769,54,15,9,78,3847,2.0275539381336105,3506,24,8,8,40,3546,1.1280315848843767,75785,808,239,132,2591,79555,3.2568663188988753,72225,634,215,154,1003,73228,1.3696946523187852
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010011,Mogoke,မိုးကုတ်,165282,1346,329,192,1867,167149,1.116967496066384,81348,674,149,86,909,82257,1.1050731244757286,83934,672,180,106,958,84892,1.1284926730433964,76799,585,128,97,810,77609,1.043693386076357,88483,761,201,95,1057,89540,1.1804779986598168,39536,301,61,47,409,39945,1.0239078733258231,37263,284,67,50,401,37664,1.064677145284622,41812,373,88,39,1679,43991,3.8166897774544797,46671,388,113,56,557,47228,1.1793851105276532
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010012,Thabeikkyin,သပိတ်ကျဉ်း,162422,962,206,112,1280,163702,0.7819085899989006,79735,573,105,61,739,80474,0.9183090190620573,82687,389,101,51,541,83228,0.6500216273369539,13684,55,18,8,81,13765,0.5884489647657101,148738,907,188,104,1199,149937,0.7996691943949792,6969,25,8,5,38,7007,0.5423148280291138,6715,30,10,3,43,6758,0.6362829239419947,72766,548,97,56,1795,75262,2.385001727299301,75972,359,91,48,498,76470,0.6512357787367595
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010013,Kyaukse,ကျောက်ဆည်,255646,1561,399,301,2261,257907,0.8766725990376376,132119,865,219,165,1249,133368,0.9365065083078399,123527,696,180,136,1012,124539,0.8125968572093881,41227,168,48,39,255,41482,0.6147244588014078,214419,1393,351,262,2006,216425,0.9268799815178468,21571,96,20,20,136,21707,0.6265260054360344,19656,72,28,19,119,19775,0.6017699115044248,110548,769,199,145,1220,112881,1.0807841886588532,103871,624,152,117,893,104764,0.8523920430682296
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010014,Sintgaing,စဉ့်ကိုင်,147399,1122,233,164,1519,148918,1.0200244429820438,76880,656,121,100,877,77757,1.1278727317154724,70519,466,112,64,642,71161,0.9021795646491758,8201,76,6,7,89,8290,1.0735826296743065,139198,1046,227,157,1430,140628,1.0168671957220468,4462,44,5,5,54,4516,1.1957484499557132,3739,32,1,2,35,3774,0.9273979862215157,72418,612,116,95,1936,75177,2.575255729810979,66780,434,111,62,607,67387,0.9007672102927864
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010015,Myittha,မြစ်သား,193209,1727,386,307,2420,195629,1.2370354088606494,101646,961,187,163,1311,102957,1.2733471254989948,91563,766,199,144,1109,92672,1.1966937154696133,19135,144,32,31,207,19342,1.0702099059042498,174074,1583,354,276,2213,176287,1.2553393046566113,10142,91,11,17,119,10261,1.1597310203683853,8993,53,21,14,88,9081,0.969056271335756,91504,870,176,146,2015,94711,2.127524785927717,82570,713,178,130,1021,83591,1.2214233589740522
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010016,Tada-U,တံတားဦး,136783,1328,316,190,1834,138617,1.323070041914051,72823,758,178,104,1040,73863,1.4080121305660478,63960,570,138,86,794,64754,1.2261790777403712,12266,93,18,12,123,12389,0.9928162079263864,124517,1235,298,178,1711,126228,1.3554837278575276,6514,58,9,8,75,6589,1.138260737592958,5752,35,9,4,48,5800,0.8275862068965517,66309,700,169,96,2157,69431,3.1066814535294034,58208,535,129,82,746,58954,1.2653933575329919
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010017,Myingyan,မြင်းခြံ,269099,5064,1212,721,6997,276096,2.53426344459898,147855,3066,678,397,4141,151996,2.7244138003631675,121244,1998,534,324,2856,124100,2.3013698630136985,85644,1548,330,186,2064,87708,2.353263100287317,183455,3516,882,535,4933,188388,2.618531965942629,46476,936,171,109,1216,47692,2.549693868992703,39168,612,159,77,848,40016,2.1191523390643745,101379,2130,507,288,3890,108194,3.5953934598961124,82076,1386,375,247,2008,84084,2.3880881023738167
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010018,Taungtha,တောင်သာ,212496,2969,756,421,4146,216642,1.9137563353366385,117183,1669,390,239,2298,119481,1.9233183518718457,95313,1300,366,182,1848,97161,1.901997715132615,17290,179,36,23,238,17528,1.3578274760383386,195206,2790,720,398,3908,199114,1.9626947376879575,9294,96,18,13,127,9421,1.34805222375544,7996,83,18,10,111,8107,1.3691871222400394,107889,1573,372,226,5096,115156,4.425301330369239,87317,1217,348,172,1737,89054,1.9505019426415433
