SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,DISWALK_N_T,DISWALK_YSOME_T,DISWALK_YLOT_T,DISWALK_YALL_T,DISWALK_Y_T,DISWALK_TOT_T,DISWALKR_T,DISWALK_N_F,DISWALK_YSOME_F,DISWALK_YLOT_F,DISWALK_YALL_F,DISWALK_Y_F,DISWALK_TOT_F,DISWALKR_F,DISWALK_N_M,DISWALK_YSOME_M,DISWALK_YLOT_M,DISWALK_YALL_M,DISWALK_Y_M,DISWALK_TOT_M,DISWALKR_M,DISWALK_N_U,DISWALK_YSOME_U,DISWALK_YLOT_U,DISWALK_YALL_U,DISWALK_Y_U,DISWALK_TOT_U,DISWALKR_U,DISWALK_N_R,DISWALK_YSOME_R,DISWALK_YLOT_R,DISWALK_YALL_R,DISWALK_Y_R,DISWALK_TOT_R,DISWALKR_R,DISWALK_N_FU,DISWALK_YSOME_FU,DISWALK_YLOT_FU,DISWALK_YALL_FU,DISWALK_Y_FU,DISWALK_TOT_FU,DISWALKR_FU,DISWALK_N_MU,DISWALK_YSOME_MU,DISWALK_YLOT_MU,DISWALK_YALL_MU,DISWALK_Y_MU,DISWALK_TOT_MU,DISWALKR_MU,DISWALK_N_FR,DISWALK_YSOME_FR,DISWALK_YLOT_FR,DISWALK_YALL_FR,DISWALK_Y_FR,DISWALK_TOT_FR,DISWALKR_FR,DISWALK_N_MR,DISWALK_YSOME_MR,DISWALK_YLOT_MR,DISWALK_YALL_MR,DISWALK_Y_MR,DISWALK_TOT_MR,DISWALKR_MR
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010019,Natogyi,နွားထိုးကြီး,173251,2553,754,520,3827,177078,2.1611945018579384,93989,1527,406,308,2241,96230,2.328795593889639,79262,1026,348,212,1586,80848,1.9617059172768654,12690,69,30,29,128,12818,0.9985957247620534,160561,2484,724,491,3699,164260,2.251917691464751,6774,33,19,17,69,6843,1.0083296799649275,5916,36,11,12,59,5975,0.9874476987447698,87215,1494,387,291,4343,93730,4.6335218179878375,73346,990,337,200,1527,74873,2.0394534745502386
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010020,Kyaukpadaung,ကျောက်ပန်းတောင်း,259621,1519,449,319,2287,261908,0.8732073857995938,144082,795,224,182,1201,145283,0.8266624450210968,115539,724,225,137,1086,116625,0.9311897106109324,42588,149,53,27,229,42817,0.5348342947894528,217033,1370,396,292,2058,219091,0.9393357098192076,22752,78,32,16,126,22878,0.5507474429583006,19836,71,21,11,103,19939,0.5165755554441045,121330,717,192,166,3247,125652,2.5841212236971955,95703,653,204,126,983,96686,1.0166932130815216
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010021,Ngazun,ငါန်းဇွန်,121402,1989,544,298,2831,124233,2.278782610095546,65867,1211,300,186,1697,67564,2.5116926173701972,55535,778,244,112,1134,56669,2.0010940725970108,6998,56,14,12,82,7080,1.1581920903954803,114404,1933,530,286,2749,117153,2.3465041441533723,3781,33,7,11,51,3832,1.3308977035490606,3217,23,7,1,31,3248,0.9544334975369458,62086,1178,293,175,2721,66453,4.094623267572571,52318,755,237,111,1103,53421,2.0647310982572398
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010022,Nyaung-U,ညောင်ဦး,235898,2820,702,527,4049,239947,1.6874559798622197,128148,1641,394,288,2323,130471,1.7804722888611262,107750,1179,308,239,1726,109476,1.5766012642040264,53715,424,110,94,628,54343,1.1556226192885928,182183,2396,592,433,3421,185604,1.8431714833732034,28144,242,59,58,359,28503,1.2595165421183736,25571,182,51,36,269,25840,1.0410216718266254,100004,1399,335,230,5313,107281,4.952414686663994,82179,997,257,203,1457,83636,1.7420727916208332
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010023,Yamethin,ရမည်းသင်း,251536,4699,1196,660,6555,258091,2.539801852834853,128908,2803,650,362,3815,132723,2.8744076007926282,122628,1896,546,298,2740,125368,2.185565694595112,27348,215,82,53,350,27698,1.2636291428984041,224188,4484,1114,607,6205,230393,2.6932241864987216,13829,114,37,29,180,14009,1.2848882861017918,13519,101,45,24,170,13689,1.2418730367448316,115079,2689,613,333,3896,122610,3.1775548487072833,109109,1795,501,274,2570,111679,2.301238370687417
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010024,Pyawbwe,ပျော်ဘွယ်,253886,4372,1394,641,6407,260293,2.4614568966510815,137419,2535,750,354,3639,141058,2.5797898736689873,116467,1837,644,287,2768,119235,2.3214660124963307,31322,595,206,91,892,32214,2.768982429999379,222564,3777,1188,550,5515,228079,2.418021825770895,16973,339,113,48,500,17473,2.8615578320837867,14349,256,93,43,392,14741,2.659249711688488,120446,2196,637,306,6774,130359,5.196419119508435,102118,1581,551,244,2376,104494,2.273814764484085
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010028,Meiktila,မိတ္ထီလာ,305382,2838,831,612,4281,309663,1.3824706212883036,164518,1622,410,326,2358,166876,1.4130252402981855,140864,1216,421,286,1923,142787,1.3467612597785512,109746,1223,320,233,1776,111522,1.5925108947113575,195636,1615,511,379,2505,198141,1.2642512150438325,59522,663,151,119,933,60455,1.5432966669423538,50224,560,169,114,843,51067,1.6507725145397223,104996,959,259,207,4564,110985,4.112267423525702,90640,656,252,172,1080,91720,1.1774967291757523
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010029,Mahlaing,မလှိုင်,136408,2069,597,353,3019,139427,2.165290797334806,74087,1238,320,201,1759,75846,2.3191730612029637,62321,831,277,152,1260,63581,1.9817240999669712,13608,179,40,23,242,13850,1.7472924187725631,122800,1890,557,330,2777,125577,2.2113922135422888,7375,111,22,11,144,7519,1.915148290996143,6233,68,18,12,98,6331,1.5479387142631496,66712,1127,298,190,3040,71367,4.259671837123601,56088,763,259,140,1162,57250,2.029694323144105
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010030,Thazi,သာစည်,199690,1984,582,424,2990,202680,1.4752318926386423,105576,1093,309,239,1641,107217,1.5305408657209212,94114,891,273,185,1349,95463,1.4131129338068154,20277,194,54,36,284,20561,1.3812557754973007,179413,1790,528,388,2706,182119,1.4858416749487973,11122,112,18,22,152,11274,1.3482348767074686,9155,82,36,14,132,9287,1.4213416603854852,94454,981,291,217,3104,99047,3.1338657405070323,84959,809,237,171,1217,86176,1.4122261418492388
MMR010,Mandalay,မန္တလေးတိုင်းဒေသကြီး,MMR010031,Wundwin,ဝမ်းတွင်း,226604,2159,528,469,3156,229760,1.373607242339833,121784,1225,260,277,1762,123546,1.4261894355138975,104820,934,268,192,1394,106214,1.3124446871410549,32040,352,78,88,518,32558,1.5910068186006512,194564,1807,450,381,2638,197202,1.3377146276406933,17603,211,37,51,299,17902,1.6702044464305663,14437,141,41,37,219,14656,1.494268558951965,104181,1014,223,226,2952,108596,2.718332166930642,90383,793,227,155,1175,91558,1.2833395224884774
MMR011,Mon,မွန်ပြည်နယ်,MMR011001,Mawlamyine,မော်လမြိုင်,284655,3357,815,561,4733,289388,1.6355204776977623,147650,1970,436,306,2712,150362,1.8036471980952633,137005,1387,379,255,2021,139026,1.4536849222447599,249587,2952,705,490,4147,253734,1.6343887693411212,35068,405,110,71,586,35654,1.6435743535087228,129291,1742,376,273,2391,131682,1.8157379140657035,120296,1210,329,217,1756,122052,1.438731032674598,18359,228,60,33,1784,20464,8.717748240813135,16709,177,50,38,265,16974,1.5612112642865559
MMR011,Mon,မွန်ပြည်နယ်,MMR011002,Kyaikmaraw,ကျိုက္မရော,191446,3177,700,487,4364,195810,2.2286910780858995,100676,1774,356,258,2388,103064,2.3170069083288056,90770,1403,344,229,1976,92746,2.1305501045867206,10778,166,35,42,243,11021,2.2048815896924054,180668,3011,665,445,4121,184789,2.2301110996866695,5930,110,18,27,155,6085,2.5472473294987674,4848,56,17,15,88,4936,1.7828200972447326,94746,1664,338,231,2554,99533,2.56598314126973,85922,1347,327,214,1888,87810,2.1500967999088942
MMR011,Mon,မွန်ပြည်နယ်,MMR011003,Chaungzon,ချောင်းဆုံ,118812,2412,517,385,3314,122126,2.7135908815485643,64633,1393,293,211,1897,66530,2.851345257778446,54179,1019,224,174,1417,55596,2.5487445139938125,7608,87,16,16,119,7727,1.5400543548595833,111204,2325,501,369,3195,114399,2.7928565809141688,4128,42,10,9,61,4189,1.456194795894008,3480,45,6,7,58,3538,1.639344262295082,60505,1351,283,202,4069,66410,6.127089293781057,50699,974,218,167,1359,52058,2.6105497714088135
MMR011,Mon,မွန်ပြည်နယ်,MMR011004,Thanbyuzayat,သံဖြူဇရပ်,166364,3000,694,478,4172,170536,2.446404278275555,86730,1753,362,242,2357,89087,2.6457283329778756,79634,1247,332,236,1815,81449,2.2283883166153053,56053,812,186,157,1155,57208,2.018948398825339,110311,2188,508,321,3017,113328,2.6621841027813073,29203,486,92,82,660,29863,2.210092756923283,26850,326,94,75,495,27345,1.8102029621503017,57527,1267,270,160,3533,62757,5.629650875599534,52784,921,238,161,1320,54104,2.4397456749963036
MMR011,Mon,မွန်ပြည်နယ်,MMR011005,Mudon,မုဒုံ,187990,1825,527,395,2747,190737,1.4402030020394574,99317,970,263,211,1444,100761,1.4330941534919266,88673,855,264,184,1303,89976,1.4481639548324,51850,425,125,114,664,52514,1.264424724835282,136140,1400,402,281,2083,138223,1.5069850893121983,27355,218,67,73,358,27713,1.2918125067657777,24495,207,58,41,306,24801,1.2338212168864158,71962,752,196,138,2783,75831,3.670003033060358,64178,648,206,143,997,65175,1.529727656309935
MMR011,Mon,မွန်ပြည်နယ်,MMR011006,Ye,ရေး,255900,5681,1318,725,7724,263624,2.9299305070858495,130558,3121,673,389,4183,134741,3.1044745103569067,125342,2560,645,336,3541,128883,2.7474531163923865,50448,997,267,176,1440,51888,2.7752081406105455,205452,4684,1051,549,6284,211736,2.9678467525597916,26136,609,149,91,849,26985,3.1461923290717064,24312,388,118,85,591,24903,2.373208047223226,104422,2512,524,298,7481,115237,6.49183855879622,101030,2172,527,251,2950,103980,2.8370840546258895
MMR011,Mon,မွန်ပြည်နယ်,MMR011007,Thaton,သထုံ,233604,3125,889,488,4502,238106,1.8907545378948871,119329,1697,421,265,2383,121712,1.9579006178519784,114275,1428,468,223,2119,116394,1.8205405776930084,54189,574,176,108,858,55047,1.5586680473050303,179415,2551,713,380,3644,183059,1.9906150476076019,27987,317,90,68,475,28462,1.6688918558077435,26202,257,86,40,383,26585,1.4406620274590936,91342,1380,331,197,2181,95431,2.285420880007545,88073,1171,382,183,1736,89809,1.932991125611019
MMR011,Mon,မွန်ပြည်နယ်,MMR011008,Paung,ပေါင်,214092,3106,755,506,4367,218459,1.9990021010807517,110844,1637,353,254,2244,113088,1.984295415959253,103248,1469,402,252,2123,105371,2.0147858518947337,28906,403,76,49,528,29434,1.793843854046341,185186,2703,679,457,3839,189025,2.0309482872635893,15275,224,41,23,288,15563,1.8505429544432308,13631,179,35,26,240,13871,1.7302285343522457,95569,1413,312,231,3864,101389,3.8110643166418448,89617,1290,367,226,1883,91500,2.0579234972677596
MMR011,Mon,မွန်ပြည်နယ်,MMR011009,Kyaikto,ကျိုက်ထို,180210,3077,802,443,4322,184532,2.3421412004421995,92194,1728,373,206,2307,94501,2.4412440079999156,88016,1349,429,237,2015,90031,2.238117981584121,34430,545,144,105,794,35224,2.2541449012037247,145780,2532,658,338,3528,149308,2.3629008492512122,18154,320,74,54,448,18602,2.4083431889044187,16276,225,70,51,346,16622,2.081578630730357,74040,1408,299,152,3815,79714,4.785859447524902,71740,1124,359,186,1669,73409,2.2735631870751543
MMR011,Mon,မွန်ပြည်နယ်,MMR011010,Bilin,ဘီးလင်း,177664,2283,719,409,3411,181075,1.8837498274195774,91402,1202,343,208,1753,93155,1.8818098867478934,86262,1081,376,201,1658,87920,1.885805277525023,17959,295,87,51,433,18392,2.354284471509352,159705,1988,632,358,2978,162683,1.8305538993010948,9245,169,40,30,239,9484,2.520033741037537,8714,126,47,21,194,8908,2.1778176919622814,82157,1033,303,178,3373,87044,3.87505169799182,77548,955,329,180,1464,79012,1.8528831063635904
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012001,Sittwe,စစ်တွေ,145792,1487,415,205,2107,147899,1.4246208561247877,76268,848,212,101,1161,77429,1.4994381949915405,69524,639,203,104,946,70470,1.342415212147013,99563,849,217,119,1185,100748,1.1762020089728829,46229,638,198,86,922,47151,1.9554198214247844,52231,471,109,57,637,52868,1.2048876447000076,47332,378,108,62,548,47880,1.1445279866332498,24037,377,103,44,2038,26599,7.6619421782773784,22192,261,95,42,398,22590,1.761841522797698
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012002,Ponnagyun,ပုဏ္ဏားကျွန်း,128268,1025,293,167,1485,129753,1.1444822085038495,68960,585,159,70,814,69774,1.1666236707082869,59308,440,134,97,671,59979,1.1187248870437987,12625,32,17,17,66,12691,0.5200535812780711,115643,993,276,150,1419,117062,1.2121781619996241,6749,15,8,7,30,6779,0.4425431479569258,5876,17,9,10,36,5912,0.6089309878213802,62211,570,151,63,1308,64303,2.034119714476774,53432,423,125,87,635,54067,1.1744687147428192
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012003,Mrauk-U,မြောက်ဦး,184071,3920,1042,597,5559,189630,2.931498180667616,98828,2223,567,338,3128,101956,3.0679901133822436,85243,1697,475,259,2431,87674,2.772771859388188,35047,888,137,67,1092,36139,3.021666343839066,149024,3032,905,530,4467,153491,2.910268354496355,18674,508,79,42,629,19303,3.258560845464436,16373,380,58,25,463,16836,2.7500593965312428,80154,1715,488,296,5317,87970,6.044105945208593,68870,1317,417,234,1968,70838,2.778169908806008
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012004,Kyauktaw,ကျောက်တော်,169103,2801,762,434,3997,173100,2.3090699017908722,92791,1618,422,228,2268,95059,2.385886659863874,76312,1183,340,206,1729,78041,2.215502107866378,19093,273,63,63,399,19492,2.0469936384157603,150010,2528,699,371,3598,153608,2.3423259205249725,10519,156,31,41,228,10747,2.121522285288918,8574,117,32,22,171,8745,1.955403087478559,82272,1462,391,187,4539,88851,5.108552520511868,67738,1066,308,184,1558,69296,2.248326021703994
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012005,Minbya,မင်းပြား,164865,3085,811,447,4343,169208,2.566663514727436,87882,1776,449,226,2451,90333,2.713294144996845,76983,1309,362,221,1892,78875,2.398732171156894,22469,377,69,29,475,22944,2.070258019525802,142396,2708,742,418,3868,146264,2.644533172892851,12022,213,37,16,266,12288,2.164713541666667,10447,164,32,13,209,10656,1.9613363363363363,75860,1563,412,210,4225,82270,5.135529354564239,66536,1145,330,208,1683,68219,2.4670546328735394
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012006,Myebon,မြေပုံ,133336,2678,840,339,3857,137193,2.811367926935048,69686,1510,454,184,2148,71834,2.9902274688865993,63650,1168,386,155,1709,65359,2.614789087960342,11271,170,79,46,295,11566,2.550579284108594,122065,2508,761,293,3562,125627,2.835377745229927,6000,107,42,30,179,6179,2.896908884932837,5271,63,37,16,116,5387,2.1533320957861517,63686,1403,412,154,4154,69809,5.950522138979215,58379,1105,349,139,1593,59972,2.6562395784699526
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012007,Pauktaw,ပေါက်တော,144665,787,293,212,1292,145957,0.8851922141452621,77060,440,155,107,702,77762,0.9027545587819242,67605,347,138,105,590,68195,0.8651660678935407,12667,29,13,5,47,12714,0.36967122856693413,131998,758,280,207,1245,133243,0.9343830445126574,6743,15,8,2,25,6768,0.3693853427895981,5924,14,5,3,22,5946,0.3699966363942146,70317,425,147,105,1461,72455,2.0164239873024634,61681,333,133,102,568,62249,0.9124644572603575
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012008,Rathedaung,ရသေ့တောင်,107044,3402,1049,479,4930,111974,4.402807794666619,59051,2036,600,261,2897,61948,4.676502873377672,47993,1366,449,218,2033,50026,4.063886778874985,7385,71,32,23,126,7511,1.6775396085740912,99659,3331,1017,456,4804,104463,4.598757454792606,4023,46,18,15,79,4102,1.9258898098488544,3362,25,14,8,47,3409,1.3787034320915226,55028,1990,582,246,3495,61341,5.697657358047635,44631,1341,435,210,1986,46617,4.260248407233413
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012009,Maungdaw,မောင်တော,39952,521,166,146,833,40785,2.042417555473826,19252,276,84,75,435,19687,2.2095799258393867,20700,245,82,71,398,21098,1.8864347331500615,12233,114,58,64,236,12469,1.892693880824445,27719,407,108,82,597,28316,2.1083486368131092,6102,66,32,35,133,6235,2.1331194867682437,6131,48,26,29,103,6234,1.6522297080526147,13150,210,52,40,2968,16420,18.075517661388552,14569,197,56,42,295,14864,1.9846609257265877
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012010,Buthidaung,ဘူးသီးတောင်,54001,1099,318,127,1544,55545,2.779728148348186,27031,574,154,68,796,27827,2.8605311388220076,26970,525,164,59,748,27718,2.698607403131539,9557,115,26,14,155,9712,1.5959637561779243,44444,984,292,113,1389,45833,3.0305674950363275,5268,77,14,8,99,5367,1.8446059250978202,4289,38,12,6,56,4345,1.2888377445339472,21763,497,140,60,981,23441,4.184975043726803,22681,487,152,53,692,23373,2.960681127797031
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012011,Kyaukpyu,ကျောက်ဖြူ,160897,3142,937,376,4455,165352,2.694252261841405,84024,1857,532,177,2566,86590,2.9633906917657926,76873,1285,405,199,1889,78762,2.398364693633986,20440,332,57,37,426,20866,2.041598773123742,140457,2810,880,339,4029,144486,2.78850546073668,10473,199,32,17,248,10721,2.31321705064826,9967,133,25,20,178,10145,1.7545588960078857,73551,1658,500,160,2336,78205,2.9870212901988364,66906,1152,380,179,1711,68617,2.493551160791058
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012012,Munaung,မာန်အောင်,54068,2036,596,266,2898,56966,5.0872450233472595,30291,1218,355,145,1718,32009,5.3672404636196065,23777,818,241,121,1180,24957,4.7281323877068555,5135,67,23,21,111,5246,2.115897826915745,48933,1969,573,245,2787,51720,5.388631090487239,2871,41,15,9,65,2936,2.2138964577656677,2264,26,8,12,46,2310,1.9913419913419914,27420,1177,340,136,3971,33044,12.017310252996005,21513,792,233,109,1134,22647,5.007285733209697
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012013,Ramree,ရမ်းဗြဲ,95289,1832,516,254,2602,97891,2.6580584527688957,51595,1103,295,132,1530,53125,2.88,43694,729,221,122,1072,44766,2.394674529777063,9648,181,32,13,226,9874,2.288839376139356,85641,1651,484,241,2376,88017,2.6994785098333276,5245,113,16,7,136,5381,2.52741126184724,4403,68,16,6,90,4493,2.0031159581571334,46350,990,279,125,3047,50791,5.999094327735229,39291,661,205,116,982,40273,2.4383582052491746
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012014,Ann,အမ်း,116538,2270,623,283,3176,119714,2.6529896252735687,59111,1281,361,138,1780,60891,2.9232563104563893,57427,989,262,145,1396,58823,2.373221358992231,8389,74,35,16,125,8514,1.4681700728212355,108149,2196,588,267,3051,111200,2.743705035971223,4333,50,12,9,71,4404,1.612170753860127,4056,24,23,7,54,4110,1.313868613138686,54778,1231,349,129,3103,59590,5.207249538513174,53371,965,239,138,1342,54713,2.4527991519382963
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012015,Thandwe,သံတွဲ,131192,1658,402,232,2292,133484,1.7170597225135598,67071,942,225,124,1291,68362,1.8884760539480998,64121,716,177,108,1001,65122,1.537114953471945,13935,330,42,20,392,14327,2.7360926921197737,117257,1328,360,212,1900,119157,1.5945349412959373,7372,192,21,11,224,7596,2.948920484465508,6563,138,21,9,168,6731,2.4959144257911157,59699,750,204,113,2776,63542,4.368763967139844,57558,578,156,99,833,58391,1.4265897141682793
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012016,Toungup,တောင်ကုတ်,155415,2063,570,293,2926,158341,1.8479105222273449,79475,1151,304,154,1609,81084,1.9843618963050664,75940,912,266,139,1317,77257,1.7046998977438936,33690,295,64,38,397,34087,1.1646668818024466,121725,1768,506,255,2529,124254,2.0353469506011876,17671,151,29,19,199,17870,1.1135982092893117,16019,144,35,19,198,16217,1.220940987852254,61804,1000,275,135,2804,66018,4.247326486715744,59921,768,231,120,1119,61040,1.833224115334207
MMR012,Rakhine,ရခိုင်ပြည်နယ်,MMR012017,Gwa,ဂွ,64331,1165,347,172,1684,66015,2.5509353934711805,32551,618,186,80,884,33435,2.6439359952145955,31780,547,161,92,800,32580,2.4554941682013505,15123,150,66,49,265,15388,1.722121133350663,49208,1015,281,123,1419,50627,2.8028522329982026,7759,75,35,18,128,7887,1.6229237986560163,7364,75,31,31,137,7501,1.8264231435808558,24792,543,151,62,2166,27714,7.8155444901493825,24416,472,130,61,663,25079,2.64364607839228
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013001,Insein,အင်းစိန်,301180,2862,703,538,4103,305283,1.3439988469714985,157076,1437,344,268,2049,159125,1.2876669285153182,144104,1425,359,270,2054,146158,1.4053284801379329,301180,2862,703,538,4103,305283,1.3439988469714985,0,0,0,0,0,0,,157076,1437,344,268,2049,159125,1.2876669285153182,144104,1425,359,270,2054,146158,1.4053284801379329,0,0,0,0,429,429,100,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013002,Mingaladon,မင်္ဂလာဒုံ,326523,3568,929,566,5063,331586,1.5269040309301358,170761,1853,469,244,2566,173327,1.48043870833742,155762,1715,460,322,2497,158259,1.5777933640424875,194940,2445,648,363,3456,198396,1.7419706042460534,131583,1123,281,203,1607,133190,1.206547038065921,100889,1221,325,147,1693,102582,1.6503870074671971,94051,1224,323,216,1763,95814,1.8400233786294278,69872,632,144,97,873,71618,1.2189672987237845,61711,491,137,106,734,62445,1.1754343822563855
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013003,Hmawbi,မှော်ဘီ,240323,3090,737,457,4284,244607,1.7513807863225501,121454,1699,350,173,2222,123676,1.7966299039425597,118869,1391,387,284,2062,120931,1.705104563759499,25361,437,98,64,599,25960,2.3073959938366717,214962,2653,639,393,3685,218647,1.6853649947175129,13328,273,47,27,347,13675,2.5374771480804386,12033,164,51,37,252,12285,2.051282051282051,108126,1426,303,146,2748,112749,2.4372721709283454,106836,1227,336,247,1810,108646,1.66596101098982
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013004,Hlegu,လှည်းကူး,265840,3581,894,426,4901,270741,1.810217144798904,134171,1867,404,212,2483,136654,1.8169976729550543,131669,1714,490,214,2418,134087,1.8033068082662747,39451,479,86,62,627,40078,1.564449323818554,226389,3102,808,364,4274,230663,1.8529196273351165,20815,277,47,33,357,21172,1.6861893066314,18636,202,39,29,270,18906,1.4281180577594415,113356,1590,357,179,4001,119483,3.3485935237648867,113033,1512,451,185,2148,115181,1.8648909108273066
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013005,Taikkyi,တိုက်ကြီး,273070,2957,741,500,4198,277268,1.51405860034335,140209,1677,409,259,2345,142554,1.644990670202169,132861,1280,332,241,1853,134714,1.3755066288581737,86897,716,206,181,1103,88000,1.253409090909091,186173,2241,535,319,3095,189268,1.6352473740938775,45228,393,122,96,611,45839,1.3329261109535548,41669,323,84,85,492,42161,1.1669552429970826,94981,1284,287,163,3860,100575,3.837931891623167,91192,957,248,156,1361,92553,1.4705087895584152
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013006,Htantabin,ထန်းတပင်,143805,1373,360,254,1987,145792,1.3629005706760315,72933,734,181,137,1052,73985,1.421909846590525,70872,639,179,117,935,71807,1.3021014664308492,8860,88,44,27,159,9019,1.7629448941124293,134945,1285,316,227,1828,136773,1.3365210970001389,4612,55,21,13,89,4701,1.8932142097426081,4248,33,23,14,70,4318,1.6211208893006022,68321,679,160,124,2697,71981,3.746822078048374,66624,606,156,103,865,67489,1.2816903495384433
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013007,Shwepyithar,ရွှေပြည်သာ,340152,2271,679,424,3374,343526,0.9821672886477297,177498,1205,331,228,1764,179262,0.9840345416206446,162654,1066,348,196,1610,164264,0.9801295475575902,277164,1757,538,336,2631,279795,0.9403313139977483,62988,514,141,88,743,63731,1.1658376614206587,144506,924,265,185,1374,145880,0.9418700301617767,132658,833,273,151,1257,133915,0.9386551170518613,32992,281,66,43,1353,34735,3.8952065639844538,29996,233,75,45,353,30349,1.1631355234109857
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013008,Hlaingtharya,လှိုင်သာယာ,681430,4222,1390,825,6437,687867,0.9357913666450055,361744,2196,664,401,3261,365005,0.8934124190079588,319686,2026,726,424,3176,322862,0.9837020151024276,477230,3216,1070,612,4898,482128,1.01591278664587,204200,1006,320,213,1539,205739,0.7480351318904048,256041,1713,512,294,2519,258560,0.9742419554455446,221189,1503,558,318,2379,223568,1.064105775424032,105703,483,152,107,1132,107577,1.0522695371687256,98497,523,168,106,797,99294,0.8026668278042983
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,206786,1912,450,338,2700,209486,1.2888689458961458,109282,1066,255,185,1506,110788,1.3593529985196953,97504,846,195,153,1194,98698,1.20975095746621,206786,1912,450,338,2700,209486,1.2888689458961458,0,0,0,0,0,0,,109282,1066,255,185,1506,110788,1.3593529985196953,97504,846,195,153,1194,98698,1.20975095746621,0,0,0,0,742,742,100,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013010,Yankin,ရန်ကင်း,69824,755,205,162,1122,70946,1.581484509345136,37539,471,112,100,683,38222,1.7869289937732198,32285,284,93,62,439,32724,1.3415230411930081,69824,755,205,162,1122,70946,1.581484509345136,0,0,0,0,0,0,,37539,471,112,100,683,38222,1.7869289937732198,32285,284,93,62,439,32724,1.3415230411930081,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,159022,1391,461,252,2104,161126,1.3058103595943549,84358,828,252,141,1221,85579,1.4267518900664884,74664,563,209,111,883,75547,1.1688088209988483,159022,1391,461,252,2104,161126,1.3058103595943549,0,0,0,0,0,0,,84358,828,252,141,1221,85579,1.4267518900664884,74664,563,209,111,883,75547,1.1688088209988483,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,328412,3356,916,609,4881,333293,1.4644772017414107,174227,1938,475,313,2726,176953,1.5405220595299318,154185,1418,441,296,2155,156340,1.3784060381220418,328412,3356,916,609,4881,333293,1.4644772017414107,0,0,0,0,0,0,,174227,1938,475,313,2726,176953,1.5405220595299318,154185,1418,441,296,2155,156340,1.3784060381220418,0,0,0,0,0,0,,0,0,0,0,0,0,
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013013,Thaketa,သာကေတ,217113,2275,659,509,3443,220556,1.561054788806471,111288,1328,363,287,1978,113266,1.7463316440944325,105825,947,296,222,1465,107290,1.3654581042035605,217113,2275,659,509,3443,220556,1.561054788806471,0,0,0,0,0,0,,111288,1328,363,287,1978,113266,1.7463316440944325,105825,947,296,222,1465,107290,1.3654581042035605,0,0,0,0,0,0,,0,0,0,0,0,0,
