SR_PCODE,SR_NAME,SR_MM_NAME,TS_PCODE,TS_NAME,TS_MM_NAME,HOSPNB,HOSPBDNB,HOSPGVNB,HOSPGVBDNB,HOSPPVNB,HOSPPVBD,HOSPTYP01,HOSPTYP02,HOSPTYP03,HOSPTYP04,HOSPTYP05,HOSPTYP06,HOSPTYP07,HOSPTYP08,HOSPTYP09,HOSPTYP10,HOSPTYP11,HOSPTYP12,HOSPTYP13,HOSPTYP14,HOSPTYP15,HOSPTYP16,HOSPTYP17,HOSPTYP18,HOSPTYP19,HOSPTYP20,HOSPTYP21,HOSPTYP22,HOSPTYP23,HOSPTYP24,HOSPTYP25,HOSPTYP26,HOSPTYP27,HOSPTYP28
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013023,Thanlyin,သန်လျှင်,3,232,2,216,1,16,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013024,Kyauktan,ကျောက်တန်း,5,114,5,114,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013025,Thongwa,သုံးခွ,2,66,2,66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013026,Kayan,ခရမ်း,4,98,4,98,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013027,Twantay,တွံတေး,3,82,3,82,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013028,Kawhmu,ကော့မှုး,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013029,Kungyangon,ကွမ်းခြံကုန်း,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013030,Dala,ဒလ,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013031,Seikgyikanaungto,ဆိပ်ကြီးခနောင်တို,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013032,Cocokyun,ကိုကိုးကျွန်း,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013033,Kyauktada,ကျောက်တံတား,1,130,0,0,1,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013034,Pabedan,ပန်းပဲတန်း,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013035,Lanmadaw,လမ်းမတော်,8,1778,3,1500,5,278,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013036,Latha,လသာ,2,1525,1,1500,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013037,Ahlone,အလုံ,2,66,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,3,616,3,616,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013039,Sanchaung,စမ်းချောင်း,3,402,0,0,3,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013040,Hlaing,လှိုင်,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013041,Kamaryut,ကမာရွတ်,6,218,1,100,5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013042,Mayangone,မရမ်းကုန်း,4,265,2,100,2,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013043,Dagon,ဒဂုံ,2,1050,2,1050,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013044,Bahan,ဗဟန်း,7,625,3,300,4,325,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MMR013,Yangon,ရန်ကုန်ဒေသကြီး,MMR013045,Seikkan,ဆိပ်ကမ်း,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014001,Taunggyi,တောင်ကြီး,12,1023,7,773,5,250,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014002,Nyaungshwe,ညောင်ရွှေ,5,172,4,132,1,40,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014003,Hopong,ဟိုပုံး,2,56,2,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014004,Hsihseng,ဆီဆိုင်,4,98,4,98,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014005,Kalaw,ကလော,4,148,4,148,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014006,Pindaya,ပင်းတယ,3,82,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014007,Ywangan,ရွာငံ,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014008,Lawksawk,ရပ်စောက်,5,114,5,114,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014009,Pinlaung,ပင်လောင်း,5,89,5,89,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014010,Pekon,ဖယ်ခုံ,6,109,6,109,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014011,Loilen,လွိုင်လင်,7,293,3,241,4,52,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014012,Laihka,လဲချား,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014013,Nansang,နမ့်စန်,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014014,Kunhing,ကွန်ဟိန်း,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014015,Kyethi,ကျေးသီး,3,66,3,66,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014016,Mongkaing,မိုင်းကိုင်,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014017,Monghsu,မိုင်းရှုး,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014018,Langkho,လင်းခေး,3,82,3,82,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014019,Mongnai,မိုးနဲ,2,50,2,50,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014020,Mawkmai,မောက်မယ်,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR014021,Mongpan,မိုင်းပန်,2,25,2,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015001,Lashio,လားရှိုး,8,624,4,576,4,48,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015002,Hseni,သိန်းနီ,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015003,Mongyai,မိုင်းရယ်,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015004,Tangyan,တန့်ယန်း,5,89,4,73,1,16,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015005,Pangsang,ပန်ဆန်း,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015006,Narphan,နားဖန့်,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015007,Pangwaun,ပန်ဝိုင်း,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015008,Mongmao,မိုင်းမော,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015009,Muse,မူဆယ်,7,190,5,164,2,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015010,Namhkan,နမ့်ခမ်း,6,168,5,164,1,4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015011,Kutkai,ကွတ်ခိုင်,5,123,5,123,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015012,Kyaukme,ကျောက်မဲ,5,214,5,214,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015013,Nawnghkio,နောင်ချို,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015014,Hsipaw,သီပေါ,4,141,3,141,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015015,Namtu,နမ္မတူ,3,200,3,200,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015016,Namhsan,နမ့်ဆန်,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015017,Mongmit,မိုးမိတ်,2,56,2,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015018,Mabein,မဘိမ်း,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015019,Manton,မန်တုန်,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015020,Kunlong,ကွမ်းလုံ,2,56,2,56,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015021,Hopang,ဟိုပန်,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015022,Laukkaing,လောက်ကိုင်,3,82,3,82,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015023,Konkyan,ကုန်းကြမ်း,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR015024,Matman,မက်မန်း,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016001,Kengtung,ကျိုင်းတုံ,6,573,5,548,1,25,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016002,Mongkhet,မိုင်းခတ်,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016003,Mongyang,မိုင်းယန်း,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016005,Mongla,မိုင်းလား,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016006,Monghsat,မိုင်းဆတ်,4,98,4,98,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016007,Mongping,မိုင်းပျင်း,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016008,Mongton,မိုင်းတုံ,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016009,Tachileik,တာချီလိတ်,5,178,4,148,1,30,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016010,Monghpyak,မိုင်းဖြတ်,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR222,Shan,ရှမ်းပြည်နယ်,MMR016011,Mongyawng,မိုင်းယောင်း,1,25,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017001,Pathein,ပုသိမ်,7,334,5,314,2,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017002,Kangyidaunt,ကန်ကြီးထောင့်,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017003,Thabaung,သာပေါင်း,2,41,2,41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017004,Ngapudaw,ငပုတော,10,194,10,194,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017005,Kyonpyaw,ကျုံပျော်,5,114,5,114,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017006,Yegyi,ရေကြည်,6,105,6,105,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017007,Kyaunggon,ကျောင်းကုန်း,4,125,4,125,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017008,Hinthada,ဟင်္သာတ,9,396,7,296,2,100,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017009,Zalun,ဇလွန်,5,89,5,89,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017010,Lemyethna,လေးမျက်နှာ,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017011,Myanaung,မြန်အောင်,5,114,5,114,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017012,Kyangin,ကြံခင်း,3,57,3,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017013,Ingapu,အင်္ဂပူ,5,89,5,89,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017014,Myaungmya,မြောင်းမြ,6,280,4,248,2,32,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017015,Einme,အိမ္မဲ,3,82,3,82,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017016,Labutta,လပွတ္တာ,5,273,5,273,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017017,Wakema,ဝါးခယ်မ,3,82,3,82,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017018,Mawlamyinegyun,မော်လမြိုင်ကျွန်း,4,148,4,148,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017019,Maubin,မအူပင်,5,264,4,248,1,16,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017020,Pantanaw,ပန်းတနော်,5,89,5,89,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017021,Nyaungdon,ညောင်တုန်း,6,139,6,139,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017022,Danubyu,ဓနုဖြူ,4,98,4,98,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017023,Pyapon,ဖျာပုံ,8,312,6,280,2,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017024,Bogale,ဘိုကလေး,7,196,7,196,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017025,Kyaiklat,ကျိုက်လတ်,2,75,2,75,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR017,Ayeyarwady,ဧရာဝတီတိုင်းဒေသကြီး,MMR017026,Dedaye,ဒေးဒရဲ,5,250,5,250,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018001,Zay Yar Thi Ri,ဇေယျာသီရိ,5,1391,4,1391,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018002,Za Bu Thi Ri,ဇမ္ဗူသီရိ,5,2082,2,1050,3,1032,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018003,Tatkon,တပ်ကုန်း,2,116,2,116,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018004,Det Khi Na Thi Ri,ဒက္ခိဏသီရိ,2,68,1,50,1,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR018,Naypyitaw  Council,နေပြည်တော်,MMR018005,Poke Ba Thi Ri,ပုဗ္ဗသီရိ,3,400,3,400,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
